CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
1137;net.sourceforge.schemaspy.util.RailsNamingTest$null;17;9;21;99;99;21;9;12;0;115;99
1475;net.sourceforge.schemaspy.util.VersionTest$null;12;1;25;37;37;46;32;14;0;90;136
