CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
161;net.sourceforge.schemaspy.DbAnalyzerEvoSuiteTest$null;11;11;0;9;9;0;0;0;0;847;9
162;net.sourceforge.schemaspy.MainEvoSuiteTest$null;5;4;0;0;0;0;0;0;0;847;9
941;net.sourceforge.schemaspy.MultipleSchemaAnalyzerEvoSuiteTest$null;9;8;14;33;33;14;1;11;2;833;42
990;net.sourceforge.schemaspy.RevisionEvoSuiteTest$null;5;2;1;6;6;15;2;11;2;832;48
4943;net.sourceforge.schemaspy.SchemaAnalyzerEvoSuiteTest$null;33;34;10;95;103;25;2;21;2;822;143
5000;net.sourceforge.schemaspy.TableOrdererEvoSuiteTest$null;5;2;2;9;9;27;2;23;2;820;152
6390;net.sourceforge.schemaspy.model.DatabaseEvoSuiteTest$null;19;32;1;46;56;28;2;24;2;819;198
6963;net.sourceforge.schemaspy.model.ForeignKeyConstraintEvoSuiteTest$null;15;12;22;37;37;50;18;30;2;797;235
7113;net.sourceforge.schemaspy.model.RoutineEvoSuiteTest$null;7;4;0;16;16;50;18;30;2;797;251
7113;net.sourceforge.schemaspy.model.RoutineParameterEvoSuiteTest$null;4;2;0;0;0;50;18;30;2;797;251
7290;net.sourceforge.schemaspy.model.TableEvoSuiteTest$null;11;10;6;10;10;56;24;30;2;791;261
7297;net.sourceforge.schemaspy.model.xml.ForeignKeyMetaEvoSuiteTest$null;9;2;1;1;1;57;24;31;2;790;262
7520;net.sourceforge.schemaspy.model.xml.SchemaMetaEvoSuiteTest$null;9;7;2;10;11;59;25;31;3;788;272
9468;net.sourceforge.schemaspy.ui.DbConfigTableModelEvoSuiteTest$null;55;37;27;60;68;86;43;40;3;761;332
12749;net.sourceforge.schemaspy.ui.DirectoryCellEditorEvoSuiteTest$null;69;75;2;48;70;88;44;41;3;759;380
12870;net.sourceforge.schemaspy.ui.UiUtilsEvoSuiteTest$null;8;5;8;18;18;96;48;45;3;751;398
12926;net.sourceforge.schemaspy.util.DOMUtilEvoSuiteTest$null;7;14;2;8;8;98;49;46;3;749;406
13340;net.sourceforge.schemaspy.util.DbSpecificConfigEvoSuiteTest$null;13;12;2;25;27;100;49;48;3;747;431
13340;net.sourceforge.schemaspy.util.DbSpecificOptionEvoSuiteTest$null;4;1;0;0;0;100;49;48;3;747;431
17153;net.sourceforge.schemaspy.util.DotEvoSuiteTest$null;15;122;21;165;171;121;63;55;3;726;596
17263;net.sourceforge.schemaspy.util.HtmlEncoderEvoSuiteTest$null;4;1;8;17;17;129;68;58;3;718;613
18366;net.sourceforge.schemaspy.util.InflectionEvoSuiteTest$null;10;8;31;105;105;160;87;70;3;687;718
18725;net.sourceforge.schemaspy.util.LogFormatterEvoSuiteTest$null;5;3;4;34;34;164;87;73;4;683;752
18726;net.sourceforge.schemaspy.util.PasswordReaderEvoSuiteTest$null;5;2;0;0;0;164;87;73;4;683;752
18746;net.sourceforge.schemaspy.util.ResourceWriterEvoSuiteTest$null;8;5;1;2;2;165;87;74;4;682;754
18747;net.sourceforge.schemaspy.util.ResultSetDumperEvoSuiteTest$null;3;1;0;0;0;165;87;74;4;682;754
18964;net.sourceforge.schemaspy.util.VersionEvoSuiteTest$null;7;3;16;30;38;181;101;76;4;666;784
18965;net.sourceforge.schemaspy.view.DotConnectorFinderEvoSuiteTest$null;3;1;0;0;0;181;101;76;4;666;784
21814;net.sourceforge.schemaspy.view.DotFormatterEvoSuiteTest$null;18;16;3;122;139;184;103;77;4;663;906
21924;net.sourceforge.schemaspy.view.DotNodeEvoSuiteTest$null;10;7;0;10;11;184;103;77;4;663;916
22773;net.sourceforge.schemaspy.view.HtmlColumnsPageEvoSuiteTest$null;17;14;15;37;48;199;105;90;4;648;953
22978;net.sourceforge.schemaspy.view.HtmlConstraintsPageEvoSuiteTest$null;11;8;1;11;15;200;106;90;4;647;964
25362;net.sourceforge.schemaspy.view.HtmlDiagramFormatterEvoSuiteTest$null;14;11;0;106;127;200;106;90;4;647;1070
25449;net.sourceforge.schemaspy.view.HtmlFormatterEvoSuiteTest$null;8;6;1;6;10;201;107;90;4;646;1076
26235;net.sourceforge.schemaspy.view.HtmlMainIndexPageEvoSuiteTest$null;11;9;3;38;42;204;108;92;4;643;1114
26379;net.sourceforge.schemaspy.view.HtmlMultipleSchemasIndexPageEvoSuiteTest$null;9;8;0;7;11;204;108;92;4;643;1121
28896;net.sourceforge.schemaspy.view.HtmlOrphansPageEvoSuiteTest$null;14;12;3;109;130;207;110;93;4;640;1230
31014;net.sourceforge.schemaspy.view.HtmlRelationshipsPageEvoSuiteTest$null;15;13;1;111;132;208;111;93;4;639;1341
31098;net.sourceforge.schemaspy.view.HtmlRoutinesPageEvoSuiteTest$null;10;8;1;7;11;209;112;93;4;638;1348
31183;net.sourceforge.schemaspy.view.HtmlTableDiagrammerEvoSuiteTest$null;32;7;0;7;11;209;112;93;4;638;1355
33615;net.sourceforge.schemaspy.view.HtmlTablePageEvoSuiteTest$null;17;14;1;120;140;210;112;94;4;637;1475
34710;net.sourceforge.schemaspy.view.StyleSheetEvoSuiteTest$null;13;11;39;62;68;249;113;131;5;598;1537
34710;net.sourceforge.schemaspy.view.TextFormatterEvoSuiteTest$null;3;1;0;0;0;249;113;131;5;598;1537
34710;net.sourceforge.schemaspy.view.WriteStatsEvoSuiteTest$null;6;3;0;0;0;249;113;131;5;598;1537
34717;net.sourceforge.schemaspy.view.XmlTableFormatterEvoSuiteTest$null;4;4;0;1;1;249;113;131;5;598;1538
