CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
154;bierse.BierseEvoSuiteTest$null;7;16;0;21;21;0;0;0;0;75;21
362;bierse.controller.DefaultMenuControllerEvoSuiteTest$null;8;10;2;27;27;2;0;2;0;73;48
753;bierse.controller.DefaultSettingsControllerEvoSuiteTest$null;7;7;4;31;31;6;0;5;1;69;79
1100;bierse.controller.DefaultTableModelControllerEvoSuiteTest$null;9;66;3;28;28;9;2;6;1;66;107
1301;bierse.controller.DrinkSellControllerEvoSuiteTest$null;6;1;0;23;23;9;2;6;1;66;130
1466;bierse.controller.TriggerThreadEvoSuiteTest$null;5;1;0;23;23;9;2;6;1;66;153
1782;bierse.view.DefaultInfoViewEvoSuiteTest$null;10;41;0;25;25;9;2;6;1;66;178
2025;bierse.view.DefaultInfoViewMouseListenerEvoSuiteTest$null;7;6;2;32;32;11;2;8;1;64;210
2431;bierse.view.KeyMapComboBoxModelEvoSuiteTest$null;9;5;12;35;35;23;14;8;1;52;245
2584;bierse.view.MyKeyMapEvoSuiteTest$null;6;1;0;21;21;23;14;8;1;52;266
3068;bierse.view.RunningMessagePanelEvoSuiteTest$null;15;211;7;35;35;30;18;11;1;45;301
