CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
0;bierse.BierseEvoSuiteTest$null;9;16;0;0;0;0;0;0;0;68;0
48;bierse.controller.DefaultMenuControllerEvoSuiteTest$null;9;10;2;4;4;2;0;2;0;66;4
192;bierse.controller.DefaultSettingsControllerEvoSuiteTest$null;8;7;4;8;8;6;0;6;0;62;12
227;bierse.controller.DefaultTableModelControllerEvoSuiteTest$null;9;65;2;5;5;8;1;7;0;60;17
228;bierse.controller.TriggerThreadEvoSuiteTest$null;7;2;0;0;0;8;1;7;0;60;17
267;bierse.view.DefaultInfoViewEvoSuiteTest$null;11;40;0;2;2;8;1;7;0;60;19
296;bierse.view.DefaultInfoViewMouseListenerEvoSuiteTest$null;8;2;0;4;4;8;1;7;0;60;23
428;bierse.view.KeyMapComboBoxModelEvoSuiteTest$null;10;4;12;12;12;20;13;7;0;48;35
428;bierse.view.MyKeyMapEvoSuiteTest$null;7;2;0;0;0;20;13;7;0;48;35
901;bierse.view.RunningMessagePanelEvoSuiteTest$null;11;40;5;33;33;25;15;10;0;43;68
