CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
7548;com.werken.saxpath.XPathLexerTest$null;130;6;98;182;182;98;71;22;5;639;182
13007;com.werken.saxpath.XPathLexerTokenTest$null;161;10;78;326;422;176;133;36;7;561;508
19207;com.werken.saxpath.XPathReaderTest$null;32;21;243;449;576;419;371;40;8;318;957
