CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
1922;com.werken.saxpath.XPathLexerTest$null;22;4;98;182;182;98;70;23;5;639;182
4303;com.werken.saxpath.XPathLexerTokenTest$null;32;4;78;326;422;176;132;37;7;561;508
9619;com.werken.saxpath.XPathReaderTest$null;24;13;243;449;576;419;362;49;8;318;957
