Class,Predicates,Total_Branches,Covered_Branches,Total_Methods,Branchless_Methods,Covered_Methods,Covered_Branchless_Methods,Total_Goals,Covered_Goals,Statements_Executed,Coverage,BranchCoverage,NumberOfGeneratedTestCases,DefUseCoverage,WeakMutationScore,Creation_Time,Minimization_Time,Total_Time,Test_Execution_Time,Goal_Computation_Time,Result_Size,Result_Length,Minimized_Size,Minimized_Length,Chromosome_Length,Population_Size,Random_Seed,Budget,AllPermission,SecurityPermission,UnresolvedPermission,AWTPermission,FilePermission,SerializablePermission,ReflectPermission,RuntimePermission,NetPermission,SocketPermission,SQLPermission,PropertyPermission,LoggingPermission,SSLPermission,AuthPermission,AudioPermission,OtherPermission,Threads,Branches,MutationScore,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,Error_Predicates,Error_Branches_Covered,Error_Branchless_Methods,Error_Branchless_Methods_Covered,AssertionContract,EqualsContract,EqualsHashcodeContract,EqualsNullContract,EqualsSymmetricContract,HashCodeReturnsNormallyContract,JCrasherExceptionContract,NullPointerExceptionContract,ToStringReturnsNormallyContract,UndeclaredExceptionContract,Contract_Violations,Unique_Violations,Data_File,Definitions,Uses,DefUsePairs,IntraMethodPairs,InterMethodPairs,IntraClassPairs,ParameterPairs,AliasingIntraMethodPairs,AliasingInterMethodPairs,AliasingIntraClassPairs,AliasingParameterPairs,CoveredIntraMethodPairs,CoveredInterMethodPairs,CoveredIntraClassPairs,CoveredParameterPairs,CoveredAliasIntraMethodPairs,CoveredAliasInterMethodPairs,CoveredAliasIntraClassPairs,CoveredAliasParameterPairs,CoverageTimeline_T1,CoverageTimeline_T2,CoverageTimeline_T3,CoverageTimeline_T4,CoverageTimeline_T5,CoverageTimeline_T6,CoverageTimeline_T7,CoverageTimeline_T8,CoverageTimeline_T9,CoverageTimeline_T10
dk.statsbiblioteket.summa.common.MarcAnnotations,9,18,17,3,1,3,1,19,18,56317,0.9473684210526315,0.9473684210526315,9,,,61245,237,61008,18195,0,4,14,9,13,40,50,1434033664266,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1111111111111111011,0.5263157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/jeshkracht/evosuite-report/data/statistics_dk.statsbiblioteket.summa.common.MarcAnnotations-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315
dk.statsbiblioteket.summa.common.Record,73,146,105,59,27,58,27,173,132,110263,0.7630057803468208,0.7630057803468208,48,,,67862,6857,61005,12140,1,27,780,48,124,40,50,1434033789360,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11111111111111111111111111101111111111110111101010101011000000101100000111111100011111110111011111111110111111111111110111111011111111111110111110101110000000011101011101111,0.7641379310344828,3,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/jeshkracht/evosuite-report/data/statistics_dk.statsbiblioteket.summa.common.Record-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7745664739884393,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7630057803468208
dk.statsbiblioteket.summa.common.SummaConstants,1,2,0,2,1,1,1,3,1,20106,0.3333333333333333,0.3333333333333333,1,,,61045,43,61002,51127,0,1,2,1,1,40,50,1434033956427,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,100,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/jeshkracht/evosuite-report/data/statistics_dk.statsbiblioteket.summa.common.SummaConstants-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
dk.statsbiblioteket.summa.common.configuration.Resolver,11,22,17,7,2,7,2,24,19,26960,0.7916666666666666,0.7916666666666666,11,,,61332,300,61032,25856,0,7,26,11,14,40,50,1434034091477,60,0,0,0,0,1024,0,0,421,0,3,0,0,0,0,0,0,0,3,111111100011110111011111,0.2482758620689655,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/jeshkracht/evosuite-report/data/statistics_dk.statsbiblioteket.summa.common.configuration.Resolver-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.7916666666666666
dk.statsbiblioteket.summa.common.configuration.storage.MemoryStorage,7,14,9,15,11,11,8,25,17,3631,0.68,0.68,9,,,62439,1435,61004,3810,0,9,216,9,20,40,50,1434034234395,60,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,3,0011111101111111000001111,0.4716981132075472,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/jeshkracht/evosuite-report/data/statistics_dk.statsbiblioteket.summa.common.configuration.storage.MemoryStorage-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68
dk.statsbiblioteket.summa.common.configuration.storage.XStorage,14,28,0,17,8,0,0,36,0,0,0.0,0.0,0,,,61053,42,61011,659,0,4,0,0,0,40,50,1434034391242,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,000000000000000000000000000000000000,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/jeshkracht/evosuite-report/data/statistics_dk.statsbiblioteket.summa.common.configuration.storage.XStorage-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dk.statsbiblioteket.summa.common.filter.Payload,29,58,42,21,6,21,6,64,48,8782,0.75,0.75,11,,,158160,93344,64816,3020,0,9,242,11,52,40,50,1434034529974,60,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1111111111011110111111010111011111111011111111010100000011100111,0.36594202898550726,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/jeshkracht/evosuite-report/data/statistics_dk.statsbiblioteket.summa.common.filter.Payload-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
dk.statsbiblioteket.summa.common.filter.PayloadBatcher,15,30,0,10,4,0,0,34,0,0,0.0,0.0,0,,,61078,74,61004,775,0,8,0,0,0,40,50,1434034786825,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0000000000000000000000000000000000,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/jeshkracht/evosuite-report/data/statistics_dk.statsbiblioteket.summa.common.filter.PayloadBatcher-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dk.statsbiblioteket.summa.common.filter.PayloadQueue,14,28,1,18,9,6,3,37,4,401,0.10810810810810811,0.10810810810810811,2,,,65437,408,65029,375,1,3,86,2,5,40,50,1434034910407,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0100100101000000000000000000000000000,0.03317535545023697,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/jeshkracht/evosuite-report/data/statistics_dk.statsbiblioteket.summa.common.filter.PayloadQueue-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10810810810810811,0.10810810810810811,0.10810810810810811,0.10810810810810811,0.10810810810810811,0.10810810810810811,0.10810810810810811,0.10810810810810811,0.10810810810810811,0.10810810810810811
dk.statsbiblioteket.summa.common.filter.stream.StreamFilter,2,4,0,8,6,4,4,10,4,699,0.4,0.4,3,,,64052,460,63592,1133,0,6,137,3,6,40,50,1434035211990,60,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1111000000,0.4368932038834951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/jeshkracht/evosuite-report/data/statistics_dk.statsbiblioteket.summa.common.filter.stream.StreamFilter-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
