CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
15;com.google.earth.kml._2.AltitudeModeTypeEvoSuiteTest$null;5;19;2;2;2;2;1;1;0;244;2
15;com.google.earth.kml._2.KmlTypeEvoSuiteTest$null;5;2;0;0;0;2;1;1;0;244;2
15;com.google.earth.kml._2.ObjectFactoryEvoSuiteTest$null;7;9;0;0;0;2;1;1;0;244;2
16;com.google.earth.kml._2.PlacemarkTypeEvoSuiteTest$null;7;7;0;0;0;2;1;1;0;244;2
16;com.google.earth.kml._2.PointTypeEvoSuiteTest$null;6;4;0;0;0;2;1;1;0;244;2
22;com.google.earth.kml._2.ResponseTypeEvoSuiteTest$null;5;3;1;1;1;3;2;1;0;243;3
23;com.google.earth.kml._2.StatusTypeEvoSuiteTest$null;5;2;0;0;0;3;2;1;0;243;3
177;geo.google.datamodel.GeoAddressAccuracyEvoSuiteTest$null;7;5;2;20;20;5;4;1;0;241;23
366;geo.google.datamodel.GeoStatusCodeEvoSuiteTest$null;7;6;2;20;20;7;6;1;0;239;43
1465;geo.google.datamodel.GeoUtilsEvoSuiteTest$null;26;5;55;92;92;62;61;1;0;184;135
1940;geo.google.mapping.AddressToUsAddressFunctorEvoSuiteTest$null;10;9;2;30;32;64;61;3;0;182;165
2510;geo.google.mapping.MappingUtilsEvoSuiteTest$null;8;6;14;41;43;78;64;14;0;168;206
3050;geo.google.mapping.PointToCoordinateFunctorEvoSuiteTest$null;11;10;4;31;45;82;67;15;0;164;237
3335;geo.google.mapping.XSLTMappingFunctorEvoSuiteTest$null;9;34;0;18;20;82;67;15;0;164;255
13509;geo.google.mapping.XmlToAddressFunctorEvoSuiteTest$null;573;1031;0;19;21;82;67;15;0;164;274
13510;geo.google.mapping.XmlToUsAddressFunctorEvoSuiteTest$null;5;3;0;0;0;82;67;15;0;164;274
13510;geo.google.utils.XmlUtilsEvoSuiteTest$null;8;36;0;0;0;82;67;15;0;164;274
