CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
21;com.sap.netweaver.porta.core.ApplicationStatusEvoSuiteTest$null;9;16;2;2;2;2;1;1;0;71;2
22;com.sap.netweaver.porta.core.CredentialsEvoSuiteTest$null;8;2;0;0;0;2;1;1;0;71;2
22;com.sap.netweaver.porta.core.DebugSessionInfoEvoSuiteTest$null;9;2;0;0;0;2;1;1;0;71;2
41;com.sap.netweaver.porta.core.DeployResultStatusEvoSuiteTest$null;9;2;2;2;2;4;2;2;0;69;4
114;com.sap.netweaver.porta.core.ServerFactoryEvoSuiteTest$null;16;11;1;3;3;5;2;3;0;68;7
115;com.sap.netweaver.porta.core.ServerStateEvoSuiteTest$null;8;1;0;0;0;5;2;3;0;68;7
767;com.sap.netweaver.porta.core.mock.CoreModuleMockEvoSuiteTest$null;12;5;13;27;27;18;9;8;1;55;34
788;com.sap.netweaver.porta.core.mock.DeployManagerMockEvoSuiteTest$null;11;5;1;1;4;19;10;8;1;54;35
788;com.sap.netweaver.porta.core.mock.DeployResultMockEvoSuiteTest$null;9;3;0;0;0;19;10;8;1;54;35
956;com.sap.netweaver.porta.core.mock.LifecycleManagerMockEvoSuiteTest$null;12;6;0;8;8;19;10;8;1;54;43
972;com.sap.netweaver.porta.core.mock.ServerFactoryEvoSuiteTest$null;10;4;1;1;1;20;10;9;1;53;44
1137;com.sap.netweaver.porta.core.mock.ServerMockEvoSuiteTest$null;17;109;2;6;6;22;12;9;1;51;50
1158;com.sap.netweaver.porta.core.nw7.ApplicationImplEvoSuiteTest$null;12;5;1;1;1;23;13;9;1;50;51
2729;com.sap.netweaver.porta.core.nw7.CoreModuleImplEvoSuiteTest$null;14;8;13;15;15;36;14;10;12;37;66
2730;com.sap.netweaver.porta.core.nw7.DMUtilsImplEvoSuiteTest$null;10;3;0;0;0;36;14;10;12;37;66
2730;com.sap.netweaver.porta.core.nw7.DeployResultImplEvoSuiteTest$null;15;2;0;0;0;36;14;10;12;37;66
2731;com.sap.netweaver.porta.core.nw7.FaultReasonsEvoSuiteTest$null;8;1;0;0;0;36;14;10;12;37;66
2731;com.sap.netweaver.porta.core.nw7.LMUtilsImplEvoSuiteTest$null;8;1;0;0;0;36;14;10;12;37;66
2731;com.sap.netweaver.porta.core.snippets.SnippetFindJ2EEInstanceEvoSuiteTest$null;8;1;0;0;0;36;14;10;12;37;66
2732;com.sap.netweaver.porta.core.snippets.SnippetGetApplicationsEvoSuiteTest$null;7;1;0;0;0;36;14;10;12;37;66
