CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
1;br.com.jnfe.base.CRTEvoSuiteTest$null;9;14;0;0;0;0;0;0;0;155;0
156;br.com.jnfe.base.CST_COFINSEvoSuiteTest$null;11;3;5;13;13;5;5;0;0;150;13
590;br.com.jnfe.base.CST_GrupoEvoSuiteTest$null;11;3;9;34;34;14;13;1;0;141;47
812;br.com.jnfe.base.CST_IPIEvoSuiteTest$null;10;3;1;14;14;15;14;1;0;140;61
1046;br.com.jnfe.base.CST_PISEvoSuiteTest$null;11;3;5;13;13;20;19;1;0;135;74
1425;br.com.jnfe.base.CStatEvoSuiteTest$null;12;4;3;18;18;23;21;2;0;132;92
1930;br.com.jnfe.base.C_ICMSEvoSuiteTest$null;11;4;4;27;35;27;24;3;0;128;119
1931;br.com.jnfe.base.ConsReciNFeEvoSuiteTest$null;10;3;0;0;0;27;24;3;0;128;119
1932;br.com.jnfe.base.ContribICMSEvoSuiteTest$null;9;1;0;0;0;27;24;3;0;128;119
1933;br.com.jnfe.base.FinNFeEvoSuiteTest$null;8;1;0;0;0;27;24;3;0;128;119
1933;br.com.jnfe.base.IndPagEvoSuiteTest$null;8;2;0;0;0;27;24;3;0;128;119
1998;br.com.jnfe.base.IndTotEvoSuiteTest$null;8;2;2;4;4;29;26;3;0;126;123
1999;br.com.jnfe.base.ModBCEvoSuiteTest$null;9;1;0;0;0;29;26;3;0;126;123
1999;br.com.jnfe.base.ModBCSTEvoSuiteTest$null;8;1;0;0;0;29;26;3;0;126;123
2000;br.com.jnfe.base.ModFreteEvoSuiteTest$null;9;1;0;0;0;29;26;3;0;126;123
2046;br.com.jnfe.base.ModeloNFeEvoSuiteTest$null;9;1;2;2;2;31;27;4;0;124;125
2047;br.com.jnfe.base.MotDesICMSEvoSuiteTest$null;8;1;0;0;0;31;27;4;0;124;125
2106;br.com.jnfe.base.OrigEvoSuiteTest$null;9;2;1;3;3;32;28;4;0;123;128
2106;br.com.jnfe.base.ProcEmiEvoSuiteTest$null;8;1;0;0;0;32;28;4;0;123;128
2107;br.com.jnfe.base.RegimeEspecialTributarioEvoSuiteTest$null;21;1;0;0;0;32;28;4;0;123;128
2313;br.com.jnfe.base.SitNFeEvoSuiteTest$null;10;2;2;15;16;34;30;4;0;121;143
2326;br.com.jnfe.base.TProvinceEvoSuiteTest$null;9;2;1;1;1;35;31;4;0;120;144
2339;br.com.jnfe.base.TUFsEvoSuiteTest$null;8;1;1;1;1;36;32;4;0;119;145
2340;br.com.jnfe.base.TpAmbEvoSuiteTest$null;8;2;0;0;0;36;32;4;0;119;145
2368;br.com.jnfe.base.TpDetEvoSuiteTest$null;9;2;1;2;2;37;33;4;0;118;147
2368;br.com.jnfe.base.TpEmisEvoSuiteTest$null;8;1;0;0;0;37;33;4;0;118;147
2369;br.com.jnfe.base.TpImpEvoSuiteTest$null;8;1;0;0;0;37;33;4;0;118;147
2370;br.com.jnfe.base.TpNFEvoSuiteTest$null;8;0;0;0;0;37;33;4;0;118;147
2370;br.com.jnfe.base.TpObsNFeEvoSuiteTest$null;8;0;0;0;0;37;33;4;0;118;147
2717;br.com.jnfe.base.TpSerieEvoSuiteTest$null;9;1;11;22;22;48;39;9;0;107;169
2718;br.com.jnfe.base.TpServicoEvoSuiteTest$null;8;1;0;0;0;48;39;9;0;107;169
2718;br.com.jnfe.base.TpVeiculoEvoSuiteTest$null;8;0;0;0;0;48;39;9;0;107;169
2744;br.com.jnfe.base.UFEvoSuiteTest$null;9;2;2;2;2;50;41;9;0;105;171
2744;br.com.jnfe.base.service.DOMNFeKeyInfoBuilderEvoSuiteTest$null;9;87;0;0;0;50;41;9;0;105;171
3075;br.com.jnfe.base.service.DOMNFeSignatureHandlerEvoSuiteTest$null;12;12;6;20;20;56;47;9;0;99;191
3145;br.com.jnfe.base.service.NFeCalculatorImplEvoSuiteTest$null;11;6;3;4;4;59;49;10;0;96;195
