CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
0;br.com.jnfe.base.CRTEvoSuiteTest$null;9;15;0;0;0;0;0;0;0;155;0
148;br.com.jnfe.base.CST_COFINSEvoSuiteTest$null;12;3;4;13;13;4;4;0;0;151;13
655;br.com.jnfe.base.CST_GrupoEvoSuiteTest$null;12;3;9;34;34;13;12;1;0;142;47
892;br.com.jnfe.base.CST_IPIEvoSuiteTest$null;11;3;1;14;14;14;13;1;0;141;61
1133;br.com.jnfe.base.CST_PISEvoSuiteTest$null;12;3;5;13;13;19;18;1;0;136;74
1473;br.com.jnfe.base.CStatEvoSuiteTest$null;12;4;2;18;18;21;19;2;0;134;92
1939;br.com.jnfe.base.C_ICMSEvoSuiteTest$null;13;4;4;27;35;25;22;3;0;130;119
1940;br.com.jnfe.base.ConsReciNFeEvoSuiteTest$null;11;2;0;0;0;25;22;3;0;130;119
1940;br.com.jnfe.base.ContribICMSEvoSuiteTest$null;10;1;0;0;0;25;22;3;0;130;119
1941;br.com.jnfe.base.FinNFeEvoSuiteTest$null;10;1;0;0;0;25;22;3;0;130;119
1941;br.com.jnfe.base.IndPagEvoSuiteTest$null;10;1;0;0;0;25;22;3;0;130;119
2010;br.com.jnfe.base.IndTotEvoSuiteTest$null;9;2;2;4;4;27;24;3;0;128;123
2011;br.com.jnfe.base.ModBCEvoSuiteTest$null;9;1;0;0;0;27;24;3;0;128;123
2012;br.com.jnfe.base.ModBCSTEvoSuiteTest$null;9;1;0;0;0;27;24;3;0;128;123
2012;br.com.jnfe.base.ModFreteEvoSuiteTest$null;9;1;0;0;0;27;24;3;0;128;123
2036;br.com.jnfe.base.ModeloNFeEvoSuiteTest$null;9;1;2;2;2;29;25;4;0;126;125
2037;br.com.jnfe.base.MotDesICMSEvoSuiteTest$null;8;1;0;0;0;29;25;4;0;126;125
2075;br.com.jnfe.base.OrigEvoSuiteTest$null;10;2;1;3;3;30;26;4;0;125;128
2075;br.com.jnfe.base.ProcEmiEvoSuiteTest$null;8;1;0;0;0;30;26;4;0;125;128
2076;br.com.jnfe.base.RegimeEspecialTributarioEvoSuiteTest$null;9;2;0;0;0;30;26;4;0;125;128
2278;br.com.jnfe.base.SitNFeEvoSuiteTest$null;23;2;2;16;16;32;28;4;0;123;144
2293;br.com.jnfe.base.TProvinceEvoSuiteTest$null;9;2;1;1;1;33;29;4;0;122;145
2307;br.com.jnfe.base.TUFsEvoSuiteTest$null;9;1;1;1;1;34;30;4;0;121;146
2307;br.com.jnfe.base.TpAmbEvoSuiteTest$null;9;1;0;0;0;34;30;4;0;121;146
2336;br.com.jnfe.base.TpDetEvoSuiteTest$null;9;2;1;2;2;35;31;4;0;120;148
2337;br.com.jnfe.base.TpEmisEvoSuiteTest$null;8;1;0;0;0;35;31;4;0;120;148
2338;br.com.jnfe.base.TpImpEvoSuiteTest$null;9;1;0;0;0;35;31;4;0;120;148
2338;br.com.jnfe.base.TpNFEvoSuiteTest$null;8;1;0;0;0;35;31;4;0;120;148
2339;br.com.jnfe.base.TpObsNFeEvoSuiteTest$null;8;1;0;0;0;35;31;4;0;120;148
2674;br.com.jnfe.base.TpSerieEvoSuiteTest$null;10;2;11;22;22;46;37;9;0;109;170
2674;br.com.jnfe.base.TpServicoEvoSuiteTest$null;8;2;0;0;0;46;37;9;0;109;170
2675;br.com.jnfe.base.TpVeiculoEvoSuiteTest$null;9;1;0;0;0;46;37;9;0;109;170
2703;br.com.jnfe.base.UFEvoSuiteTest$null;9;1;1;2;2;47;38;9;0;108;172
2704;br.com.jnfe.base.service.DOMNFeKeyInfoBuilderEvoSuiteTest$null;9;109;0;0;0;47;38;9;0;108;172
3060;br.com.jnfe.base.service.DOMNFeSignatureHandlerEvoSuiteTest$null;13;12;6;20;20;53;44;9;0;102;192
3129;br.com.jnfe.base.service.NFeCalculatorImplEvoSuiteTest$null;11;6;4;4;4;57;47;10;0;98;196
