Class,Predicates,Total_Branches,Covered_Branches,Total_Methods,Branchless_Methods,Covered_Methods,Covered_Branchless_Methods,Total_Goals,Covered_Goals,Statements_Executed,Coverage,BranchCoverage,NumberOfGeneratedTestCases,DefUseCoverage,WeakMutationScore,Creation_Time,Minimization_Time,Total_Time,Test_Execution_Time,Goal_Computation_Time,Result_Size,Result_Length,Minimized_Size,Minimized_Length,Chromosome_Length,Population_Size,Random_Seed,Budget,AllPermission,SecurityPermission,UnresolvedPermission,AWTPermission,FilePermission,SerializablePermission,ReflectPermission,RuntimePermission,NetPermission,SocketPermission,SQLPermission,PropertyPermission,LoggingPermission,SSLPermission,AuthPermission,AudioPermission,OtherPermission,Threads,Branches,MutationScore,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,Error_Predicates,Error_Branches_Covered,Error_Branchless_Methods,Error_Branchless_Methods_Covered,AssertionContract,EqualsContract,EqualsHashcodeContract,EqualsNullContract,EqualsSymmetricContract,HashCodeReturnsNormallyContract,JCrasherExceptionContract,NullPointerExceptionContract,ToStringReturnsNormallyContract,UndeclaredExceptionContract,Contract_Violations,Unique_Violations,Data_File,Definitions,Uses,DefUsePairs,IntraMethodPairs,InterMethodPairs,IntraClassPairs,ParameterPairs,AliasingIntraMethodPairs,AliasingInterMethodPairs,AliasingIntraClassPairs,AliasingParameterPairs,CoveredIntraMethodPairs,CoveredInterMethodPairs,CoveredIntraClassPairs,CoveredParameterPairs,CoveredAliasIntraMethodPairs,CoveredAliasInterMethodPairs,CoveredAliasIntraClassPairs,CoveredAliasParameterPairs,CoverageTimeline_T1,CoverageTimeline_T2,CoverageTimeline_T3,CoverageTimeline_T4,CoverageTimeline_T5,CoverageTimeline_T6,CoverageTimeline_T7,CoverageTimeline_T8,CoverageTimeline_T9,CoverageTimeline_T10
client.GameWindow,0,0,0,8,8,0,0,8,0,1310,0.0,0.0,0,,,61261,23,61238,7999,0,2,3,0,0,40,50,1434338567805,60,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,00000000,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/jeshkracht/evosuite-report/data/statistics_client.GameWindow-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
client.TestDriver,0,0,0,1,1,1,1,1,1,5509,1.0,1.0,1,,,1213,58,1155,753,0,1,2,1,1,40,50,1434338858100,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/jeshkracht/evosuite-report/data/statistics_client.TestDriver-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
client.controller.LocalControl,12,24,0,5,3,2,2,27,2,49,0.07407407407407407,0.07407407407407407,1,,,64254,562,63692,5233,0,1,25,1,2,40,50,1434339078242,60,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,110000000000000000000000000,0.009900990099009901,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/jeshkracht/evosuite-report/data/statistics_client.controller.LocalControl-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407
client.controller.RemoteControl,0,0,0,2,2,2,2,2,2,1465,1.0,1.0,1,,,41563,55,41508,12683,0,2,29,1,3,40,50,1434339367985,60,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,11,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/jeshkracht/evosuite-report/data/statistics_client.controller.RemoteControl-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
client.gui.Cash,0,0,0,1,1,1,1,1,1,2778,1.0,1.0,1,,,35020,84,34936,13238,0,2,10,1,1,40,50,1434339646193,60,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0.7391304347826086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/jeshkracht/evosuite-report/data/statistics_client.gui.Cash-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
client.gui.Config,0,0,0,1,1,1,1,1,1,5713,1.0,1.0,1,,,2220,97,2123,866,0,1,6,1,1,40,50,1434339914301,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/jeshkracht/evosuite-report/data/statistics_client.gui.Config-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
client.gui.CreateGameDialog,12,24,3,10,8,4,3,32,6,4650,0.1875,0.1875,3,,,64344,3250,61094,21148,0,6,107,3,9,40,50,1434340136214,60,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,5,10110000001000000000100000000010,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/jeshkracht/evosuite-report/data/statistics_client.gui.CreateGameDialog-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875
client.gui.Game,1,2,0,4,3,3,3,5,3,7332,0.6,0.6,2,,,63796,2619,61177,15824,0,4,64,2,6,40,50,1434340434697,60,0,0,0,0,92,0,0,1,0,1,0,0,0,0,0,0,0,5,11100,0.352112676056338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/jeshkracht/evosuite-report/data/statistics_client.gui.Game-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
client.gui.GlobalHighscoreLobby,14,28,2,9,6,6,4,34,6,5218,0.17647058823529413,0.17647058823529413,5,,,62226,1220,61006,17851,0,8,110,5,15,40,50,1434340730607,60,0,0,0,0,6,0,0,1,0,1,0,0,0,0,0,0,0,5,1011011000000000000000000000000010,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/jeshkracht/evosuite-report/data/statistics_client.gui.GlobalHighscoreLobby-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14705882352941177,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.17647058823529413
client.gui.GlobalLobby,13,26,0,13,10,1,1,36,1,28,0.027777777777777776,0.027777777777777776,1,,,61175,153,61022,16557,0,1,1,1,1,40,50,1434341023068,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,000000100000000000000000000000000000,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/jeshkracht/evosuite-report/data/statistics_client.gui.GlobalLobby-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776
