CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
148;net.sf.jniinchi.INCHI_BOND_STEREOEvoSuiteTest$null;14;19;2;16;16;2;2;0;0;164;16
246;net.sf.jniinchi.INCHI_BOND_TYPEEvoSuiteTest$null;10;3;2;10;10;4;4;0;0;162;26
465;net.sf.jniinchi.INCHI_KEYEvoSuiteTest$null;14;8;2;14;14;6;6;0;0;160;40
530;net.sf.jniinchi.INCHI_KEY_STATUSEvoSuiteTest$null;9;3;2;10;10;8;8;0;0;158;50
541;net.sf.jniinchi.INCHI_OPTIONEvoSuiteTest$null;7;2;2;2;2;10;10;0;0;156;52
606;net.sf.jniinchi.INCHI_PARITYEvoSuiteTest$null;9;3;2;10;10;12;12;0;0;154;62
656;net.sf.jniinchi.INCHI_RADICALEvoSuiteTest$null;9;2;2;8;8;14;14;0;0;152;70
820;net.sf.jniinchi.INCHI_RETEvoSuiteTest$null;10;4;2;16;16;16;16;0;0;150;86
974;net.sf.jniinchi.INCHI_STATUSEvoSuiteTest$null;9;3;2;12;12;18;18;0;0;148;98
1052;net.sf.jniinchi.INCHI_STEREOTYPEEvoSuiteTest$null;9;2;2;8;8;20;20;0;0;146;106
1534;net.sf.jniinchi.JniInchiAtomEvoSuiteTest$null;20;11;23;30;32;43;43;0;0;123;136
1986;net.sf.jniinchi.JniInchiBondEvoSuiteTest$null;13;7;6;29;54;49;49;0;0;117;165
2118;net.sf.jniinchi.JniInchiInputDataEvoSuiteTest$null;7;3;0;14;16;49;49;0;0;117;179
2270;net.sf.jniinchi.JniInchiOutputEvoSuiteTest$null;9;6;0;14;16;49;49;0;0;117;193
2407;net.sf.jniinchi.JniInchiOutputKeyEvoSuiteTest$null;8;4;3;15;17;52;52;0;0;114;208
2620;net.sf.jniinchi.JniInchiOutputStructureEvoSuiteTest$null;9;5;4;21;23;56;54;2;0;110;229
3240;net.sf.jniinchi.JniInchiStereo0DEvoSuiteTest$null;13;9;18;40;65;74;57;17;0;92;269
3604;net.sf.jniinchi.JniInchiStructureEvoSuiteTest$null;13;11;5;23;60;79;62;17;0;87;292
