Class,Predicates,Total_Branches,Covered_Branches,Total_Methods,Branchless_Methods,Covered_Methods,Covered_Branchless_Methods,Total_Goals,Covered_Goals,Statements_Executed,Coverage,BranchCoverage,NumberOfGeneratedTestCases,DefUseCoverage,WeakMutationScore,Creation_Time,Minimization_Time,Total_Time,Test_Execution_Time,Goal_Computation_Time,Result_Size,Result_Length,Minimized_Size,Minimized_Length,Chromosome_Length,Population_Size,Random_Seed,Budget,AllPermission,SecurityPermission,UnresolvedPermission,AWTPermission,FilePermission,SerializablePermission,ReflectPermission,RuntimePermission,NetPermission,SocketPermission,SQLPermission,PropertyPermission,LoggingPermission,SSLPermission,AuthPermission,AudioPermission,OtherPermission,Threads,Branches,MutationScore,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,Error_Predicates,Error_Branches_Covered,Error_Branchless_Methods,Error_Branchless_Methods_Covered,AssertionContract,EqualsContract,EqualsHashcodeContract,EqualsNullContract,EqualsSymmetricContract,HashCodeReturnsNormallyContract,JCrasherExceptionContract,NullPointerExceptionContract,ToStringReturnsNormallyContract,UndeclaredExceptionContract,Contract_Violations,Unique_Violations,Data_File,Definitions,Uses,DefUsePairs,IntraMethodPairs,InterMethodPairs,IntraClassPairs,ParameterPairs,AliasingIntraMethodPairs,AliasingInterMethodPairs,AliasingIntraClassPairs,AliasingParameterPairs,CoveredIntraMethodPairs,CoveredInterMethodPairs,CoveredIntraClassPairs,CoveredParameterPairs,CoveredAliasIntraMethodPairs,CoveredAliasInterMethodPairs,CoveredAliasIntraClassPairs,CoveredAliasParameterPairs,CoverageTimeline_T1,CoverageTimeline_T2,CoverageTimeline_T3,CoverageTimeline_T4,CoverageTimeline_T5,CoverageTimeline_T6,CoverageTimeline_T7,CoverageTimeline_T8,CoverageTimeline_T9,CoverageTimeline_T10
com.werken.saxpath.DefaultXPathHandler,0,0,0,47,47,47,47,47,47,7066,1.0,1.0,46,,,7908,5750,2158,893,0,9,199,46,90,40,50,1398648151259,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11111111111111111111111111111111111111111111111,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/jeshkracht/evosuite-report/data/statistics_com.werken.saxpath.DefaultXPathHandler-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
com.werken.saxpath.Token,0,0,0,10,10,10,10,10,10,2917,1.0,1.0,2,,,2104,234,1870,783,0,2,22,2,4,40,50,1398648211878,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1111111111,0.5370370370370371,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/jeshkracht/evosuite-report/data/statistics_com.werken.saxpath.Token-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
com.werken.saxpath.XPathLexer,229,458,14,44,26,13,9,484,23,159204,0.047520661157024795,0.047520661157024795,13,,,62201,1196,61005,36541,2,4,27,13,26,40,50,1398648266629,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1000001000000111100100011000000000000000000000000000000000111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000000000000000000000,0.06982248520710059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/jeshkracht/evosuite-report/data/statistics_com.werken.saxpath.XPathLexer-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047520661157024795,0.047520661157024795,0.047520661157024795,0.047520661157024795,0.047520661157024795,0.047520661157024795,0.047520661157024795,0.047520661157024795,0.047520661157024795,0.047520661157024795
com.werken.saxpath.XPathReader,173,346,178,42,14,42,14,360,192,18151,0.5333333333333333,0.5333333333333333,18,,,64689,3690,60999,9906,1,19,371,18,53,40,50,1398648384749,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,111111111111110101010110010110010111110101011101101111110110001010101111111011111101010111010110111111010111101001100110010101100101100110111001100000111111010101101011010101010101010101010101011111110101110101010101110101010101110110111010000110010101111111010110000000000000000000000000111111011001011000000000000000000000000000000000010101011111010101110100,0.009843659525188187,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/jeshkracht/evosuite-report/data/statistics_com.werken.saxpath.XPathReader-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333
org.saxpath.Axis,27,54,54,3,1,3,1,55,55,26605,1.0,1.0,29,,,20993,4219,16774,4270,0,9,198,29,29,40,50,1398648608338,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1111111111111111111111111111111111111111111111111111111,0.9181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/jeshkracht/evosuite-report/data/statistics_org.saxpath.Axis-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
org.saxpath.conformance.ConformanceXPathHandler,2,4,4,48,46,48,46,50,50,5716,1.0,1.0,47,,,7669,5802,1867,1153,0,10,216,47,95,40,50,1398648697528,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11111111111111111111111111111111111111111111111111,0.8622222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/jeshkracht/evosuite-report/data/statistics_org.saxpath.conformance.ConformanceXPathHandler-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
org.saxpath.helpers.DefaultXPathHandler,0,0,0,45,45,45,45,45,45,5452,1.0,1.0,44,,,7539,5855,1684,991,1,10,208,44,88,40,50,1398648762728,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,111111111111111111111111111111111111111111111,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/jeshkracht/evosuite-report/data/statistics_org.saxpath.helpers.DefaultXPathHandler-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
org.saxpath.helpers.XPathReaderFactory,6,12,4,3,1,3,1,13,5,27210,0.38461538461538464,0.38461538461538464,2,,,61081,79,61002,51457,0,1,3,2,2,40,50,1398648826653,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1100001001010,0.36585365853658536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/jeshkracht/evosuite-report/data/statistics_org.saxpath.helpers.XPathReaderFactory-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.38461538461538464
