CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
263;ch.bluepenguin.email.client.AbstractUniqueIDEvoSuiteTest$null;13;15;22;24;24;22;21;1;0;110;24
263;ch.bluepenguin.email.client.AccountEvoSuiteTest$null;13;3;0;0;2;22;21;1;0;110;24
278;ch.bluepenguin.email.client.FolderEvoSuiteTest$null;15;5;0;1;3;22;21;1;0;110;25
278;ch.bluepenguin.email.client.IDGeneratorEvoSuiteTest$null;12;1;0;0;0;22;21;1;0;110;25
279;ch.bluepenguin.email.client.PersonEvoSuiteTest$null;15;4;0;0;2;22;21;1;0;110;25
294;ch.bluepenguin.email.client.service.impl.DummyEmailFacadeImplEvoSuiteTest$null;12;2;0;2;2;22;21;1;0;110;27
444;ch.bluepenguin.email.client.service.impl.EmailFacadeStateEvoSuiteTest$null;13;3;12;15;15;34;32;2;0;98;42
444;ch.bluepenguin.email.client.tapestry.VisitEvoSuiteTest$null;11;1;0;0;0;34;32;2;0;98;42
445;ch.bluepenguin.email.client.tapestry.helpers.TreeModelHelperEvoSuiteTest$null;11;3;0;0;0;34;32;2;0;98;42
483;ch.bluepenguin.tapestry.components.menu.model.impl.DefaultMenuItemEvoSuiteTest$null;16;7;1;2;2;35;33;2;0;97;44
2858;ch.bluepenguin.tapestry.components.menu.model.impl.DefaultMenuModelEvoSuiteTest$null;21;10;40;88;89;75;44;31;0;57;132
3107;ch.bluepenguin.tapestry.components.menu.model.impl.MenuItemListEvoSuiteTest$null;14;4;1;15;26;76;45;31;0;56;147
3108;ch.bluepenguin.tapestry.components.menu.renderer.impl.AbstractMenuItemRendererEvoSuiteTest$null;10;2;0;0;0;76;45;31;0;56;147
3109;ch.bluepenguin.tapestry.components.menu.renderer.impl.DefaultMenuItemRendererEvoSuiteTest$null;10;2;0;0;0;76;45;31;0;56;147
3109;ch.bluepenguin.tapestry.components.menu.renderer.impl.DirectLinkMenuItemRendererEvoSuiteTest$null;11;2;0;0;0;76;45;31;0;56;147
3110;ch.bluepenguin.tapestry.components.menu.renderer.impl.GenericMarkupMenuItemRendererEvoSuiteTest$null;10;2;0;0;0;76;45;31;0;56;147
3111;ch.bluepenguin.tapestry.components.menu.renderer.impl.HyperlinkMenuItemRendererEvoSuiteTest$null;10;3;0;0;0;76;45;31;0;56;147
