CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
256;ch.bluepenguin.email.client.AbstractUniqueIDEvoSuiteTest$null;13;16;22;24;24;22;21;1;0;110;24
256;ch.bluepenguin.email.client.AccountEvoSuiteTest$null;13;2;0;0;2;22;21;1;0;110;24
267;ch.bluepenguin.email.client.FolderEvoSuiteTest$null;16;4;0;1;3;22;21;1;0;110;25
268;ch.bluepenguin.email.client.IDGeneratorEvoSuiteTest$null;11;1;0;0;0;22;21;1;0;110;25
268;ch.bluepenguin.email.client.PersonEvoSuiteTest$null;15;5;0;0;2;22;21;1;0;110;25
284;ch.bluepenguin.email.client.service.impl.DummyEmailFacadeImplEvoSuiteTest$null;12;2;0;2;2;22;21;1;0;110;27
437;ch.bluepenguin.email.client.service.impl.EmailFacadeStateEvoSuiteTest$null;14;4;12;15;15;34;32;2;0;98;42
438;ch.bluepenguin.email.client.tapestry.VisitEvoSuiteTest$null;11;1;0;0;0;34;32;2;0;98;42
438;ch.bluepenguin.email.client.tapestry.helpers.TreeModelHelperEvoSuiteTest$null;12;3;0;0;0;34;32;2;0;98;42
494;ch.bluepenguin.tapestry.components.menu.model.impl.DefaultMenuItemEvoSuiteTest$null;15;5;1;2;2;35;33;2;0;97;44
2781;ch.bluepenguin.tapestry.components.menu.model.impl.DefaultMenuModelEvoSuiteTest$null;20;9;41;88;89;76;46;30;0;56;132
3188;ch.bluepenguin.tapestry.components.menu.model.impl.MenuItemListEvoSuiteTest$null;57;14;4;15;26;80;50;30;0;52;147
3189;ch.bluepenguin.tapestry.components.menu.renderer.impl.AbstractMenuItemRendererEvoSuiteTest$null;10;2;0;0;0;80;50;30;0;52;147
3190;ch.bluepenguin.tapestry.components.menu.renderer.impl.DefaultMenuItemRendererEvoSuiteTest$null;10;2;0;0;0;80;50;30;0;52;147
3190;ch.bluepenguin.tapestry.components.menu.renderer.impl.DirectLinkMenuItemRendererEvoSuiteTest$null;10;2;0;0;0;80;50;30;0;52;147
3191;ch.bluepenguin.tapestry.components.menu.renderer.impl.GenericMarkupMenuItemRendererEvoSuiteTest$null;10;2;0;0;0;80;50;30;0;52;147
3192;ch.bluepenguin.tapestry.components.menu.renderer.impl.HyperlinkMenuItemRendererEvoSuiteTest$null;10;3;0;0;0;80;50;30;0;52;147
