CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
239;ch.bluepenguin.email.client.AbstractUniqueIDEvoSuiteTest$null;13;17;22;24;24;22;21;1;0;110;24
239;ch.bluepenguin.email.client.AccountEvoSuiteTest$null;13;3;0;0;2;22;21;1;0;110;24
250;ch.bluepenguin.email.client.FolderEvoSuiteTest$null;17;6;1;1;3;23;22;1;0;109;25
251;ch.bluepenguin.email.client.IDGeneratorEvoSuiteTest$null;11;1;0;0;0;23;22;1;0;109;25
251;ch.bluepenguin.email.client.PersonEvoSuiteTest$null;14;5;0;0;2;23;22;1;0;109;25
267;ch.bluepenguin.email.client.service.impl.DummyEmailFacadeImplEvoSuiteTest$null;10;1;0;2;2;23;22;1;0;109;27
441;ch.bluepenguin.email.client.service.impl.EmailFacadeStateEvoSuiteTest$null;15;4;13;15;15;36;34;2;0;96;42
443;ch.bluepenguin.email.client.tapestry.VisitEvoSuiteTest$null;12;1;0;0;0;36;34;2;0;96;42
443;ch.bluepenguin.email.client.tapestry.helpers.TreeModelHelperEvoSuiteTest$null;12;3;0;0;0;36;34;2;0;96;42
509;ch.bluepenguin.tapestry.components.menu.model.impl.DefaultMenuItemEvoSuiteTest$null;20;6;2;2;2;38;36;2;0;94;44
2804;ch.bluepenguin.tapestry.components.menu.model.impl.DefaultMenuModelEvoSuiteTest$null;28;9;36;87;89;74;45;29;0;58;131
3188;ch.bluepenguin.tapestry.components.menu.model.impl.MenuItemListEvoSuiteTest$null;54;14;3;15;26;77;48;29;0;55;146
3189;ch.bluepenguin.tapestry.components.menu.renderer.impl.AbstractMenuItemRendererEvoSuiteTest$null;10;2;0;0;0;77;48;29;0;55;146
3190;ch.bluepenguin.tapestry.components.menu.renderer.impl.DefaultMenuItemRendererEvoSuiteTest$null;10;2;0;0;0;77;48;29;0;55;146
3190;ch.bluepenguin.tapestry.components.menu.renderer.impl.DirectLinkMenuItemRendererEvoSuiteTest$null;10;2;0;0;0;77;48;29;0;55;146
3191;ch.bluepenguin.tapestry.components.menu.renderer.impl.GenericMarkupMenuItemRendererEvoSuiteTest$null;11;2;0;0;0;77;48;29;0;55;146
3192;ch.bluepenguin.tapestry.components.menu.renderer.impl.HyperlinkMenuItemRendererEvoSuiteTest$null;10;2;0;0;0;77;48;29;0;55;146
