CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
0;org.databene.jdbacl.ColumnInfoEvoSuiteTest$null;10;14;0;0;0;0;0;0;0;5;0
1;org.databene.jdbacl.DBExecutionResultEvoSuiteTest$null;11;1;0;0;0;0;0;0;0;5;0
1;org.databene.jdbacl.DatabaseTestUtilEvoSuiteTest$null;11;1;0;0;0;0;0;0;0;5;0
2;org.databene.jdbacl.ResultsWithMetadataEvoSuiteTest$null;12;1;0;0;0;0;0;0;0;5;0
52;org.databene.jdbacl.identity.NKBuilderEvoSuiteTest$null;11;2;5;5;5;5;4;1;0;0;5
53;org.databene.jdbacl.model.csv.CSVModelExporterEvoSuiteTest$null;11;2;0;0;0;5;4;1;0;0;5
53;org.databene.jdbacl.model.sql.CreateExporterEvoSuiteTest$null;11;2;0;0;0;5;4;1;0;0;5
53;org.databene.jdbacl.model.xml.XMLModelExporterEvoSuiteTest$null;11;3;0;0;0;5;4;1;0;0;5
54;org.databene.jdbacl.swing.DatabaseTreeEvoSuiteTest$null;9;98;0;0;0;5;4;1;0;0;5
54;org.databene.jdbacl.swing.TextFieldValueProviderEvoSuiteTest$null;10;55;0;0;0;5;4;1;0;0;5
