CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
0;org.databene.jdbacl.ColumnInfoEvoSuiteTest$null;19;28;0;0;0;0;0;0;0;5;0
1;org.databene.jdbacl.DBExecutionResultEvoSuiteTest$null;19;2;0;0;0;0;0;0;0;5;0
2;org.databene.jdbacl.DatabaseTestUtilEvoSuiteTest$null;22;2;0;0;0;0;0;0;0;5;0
2;org.databene.jdbacl.ResultsWithMetadataEvoSuiteTest$null;23;2;0;0;0;0;0;0;0;5;0
91;org.databene.jdbacl.identity.NKBuilderEvoSuiteTest$null;23;2;4;5;5;4;3;1;0;1;5
92;org.databene.jdbacl.model.csv.CSVModelExporterEvoSuiteTest$null;21;2;0;0;0;4;3;1;0;1;5
93;org.databene.jdbacl.model.sql.CreateExporterEvoSuiteTest$null;22;2;0;0;0;4;3;1;0;1;5
93;org.databene.jdbacl.model.xml.XMLModelExporterEvoSuiteTest$null;22;2;0;0;0;4;3;1;0;1;5
94;org.databene.jdbacl.swing.DatabaseTreeEvoSuiteTest$null;20;103;0;0;0;4;3;1;0;1;5
95;org.databene.jdbacl.swing.TextFieldValueProviderEvoSuiteTest$null;20;48;0;0;0;4;3;1;0;1;5
