CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
122;net.sf.xisemele.impl.AttributeImplEvoSuiteTest$null;8;20;5;9;9;5;3;2;0;92;9
458;net.sf.xisemele.impl.EditorImplEvoSuiteTest$null;15;13;16;18;18;21;19;2;0;76;27
458;net.sf.xisemele.impl.ElementImplEvoSuiteTest$null;7;6;0;0;0;21;19;2;0;76;27
1055;net.sf.xisemele.impl.FactoryImplEvoSuiteTest$null;40;161;4;10;10;25;23;2;0;72;37
1066;net.sf.xisemele.impl.FormatterProviderImplEvoSuiteTest$null;6;2;0;1;1;25;23;2;0;72;38
1066;net.sf.xisemele.impl.MessageImplEvoSuiteTest$null;7;4;0;0;0;25;23;2;0;72;38
1067;net.sf.xisemele.impl.NullErrorHandlerEvoSuiteTest$null;5;2;0;0;0;25;23;2;0;72;38
1102;net.sf.xisemele.impl.NullValueEvoSuiteTest$null;11;7;2;2;2;27;25;2;0;70;40
1499;net.sf.xisemele.impl.OperationsImplEvoSuiteTest$null;11;7;15;24;24;42;33;9;0;55;64
1500;net.sf.xisemele.impl.ReaderImplEvoSuiteTest$null;6;2;0;0;0;42;33;9;0;55;64
1501;net.sf.xisemele.impl.ResultImplEvoSuiteTest$null;7;4;0;0;0;42;33;9;0;55;64
1707;net.sf.xisemele.impl.ValidationsImplEvoSuiteTest$null;11;7;7;9;9;49;35;13;1;48;73
1725;net.sf.xisemele.impl.ValueImplEvoSuiteTest$null;19;17;1;1;1;50;36;13;1;47;74
1956;net.sf.xisemele.impl.ValueListImplEvoSuiteTest$null;15;10;13;13;13;63;49;13;1;34;87
1973;net.sf.xisemele.impl.WithinContextImplEvoSuiteTest$null;7;2;2;2;2;65;51;13;1;32;89
1974;net.sf.xisemele.impl.WriterEditorImplEvoSuiteTest$null;10;6;0;0;0;65;51;13;1;32;89
2072;net.sf.xisemele.impl.WriterImplEvoSuiteTest$null;9;5;6;8;8;71;57;13;1;26;97
2073;net.sf.xisemele.impl.XisemeleFactoryEvoSuiteTest$null;16;13;0;0;0;71;57;13;1;26;97
2074;net.sf.xisemele.impl.XisemeleImplEvoSuiteTest$null;7;3;0;0;0;71;57;13;1;26;97
