CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
116;net.sf.xisemele.impl.AttributeImplEvoSuiteTest$null;9;18;5;9;9;5;3;2;0;94;9
475;net.sf.xisemele.impl.EditorImplEvoSuiteTest$null;18;11;16;18;18;21;19;2;0;78;27
475;net.sf.xisemele.impl.ElementImplEvoSuiteTest$null;8;5;0;0;0;21;19;2;0;78;27
1121;net.sf.xisemele.impl.FactoryImplEvoSuiteTest$null;40;53;6;12;12;27;25;2;0;72;39
1131;net.sf.xisemele.impl.FormatterProviderImplEvoSuiteTest$null;7;2;0;1;1;27;25;2;0;72;40
1132;net.sf.xisemele.impl.MessageImplEvoSuiteTest$null;8;4;0;0;0;27;25;2;0;72;40
1132;net.sf.xisemele.impl.NullErrorHandlerEvoSuiteTest$null;6;2;0;0;0;27;25;2;0;72;40
1165;net.sf.xisemele.impl.NullValueEvoSuiteTest$null;14;7;2;2;2;29;27;2;0;70;42
1594;net.sf.xisemele.impl.OperationsImplEvoSuiteTest$null;12;7;18;25;25;47;38;9;0;52;67
1594;net.sf.xisemele.impl.ReaderImplEvoSuiteTest$null;6;2;0;0;0;47;38;9;0;52;67
1595;net.sf.xisemele.impl.ResultImplEvoSuiteTest$null;8;3;0;0;0;47;38;9;0;52;67
1800;net.sf.xisemele.impl.ValidationsImplEvoSuiteTest$null;12;7;7;9;9;54;40;13;1;45;76
1817;net.sf.xisemele.impl.ValueImplEvoSuiteTest$null;21;17;1;1;1;55;41;13;1;44;77
2026;net.sf.xisemele.impl.ValueListImplEvoSuiteTest$null;15;10;12;12;12;67;53;13;1;32;89
2044;net.sf.xisemele.impl.WithinContextImplEvoSuiteTest$null;7;2;2;2;2;69;55;13;1;30;91
2045;net.sf.xisemele.impl.WriterEditorImplEvoSuiteTest$null;10;6;0;0;0;69;55;13;1;30;91
2144;net.sf.xisemele.impl.WriterImplEvoSuiteTest$null;9;5;6;8;8;75;61;13;1;24;99
2144;net.sf.xisemele.impl.XisemeleFactoryEvoSuiteTest$null;16;13;0;0;0;75;61;13;1;24;99
2145;net.sf.xisemele.impl.XisemeleImplEvoSuiteTest$null;7;3;0;0;0;75;61;13;1;24;99
