CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
114;net.sf.xisemele.impl.AttributeImplEvoSuiteTest$null;9;17;5;9;9;5;3;2;0;85;9
115;net.sf.xisemele.impl.DateFormatterEvoSuiteTest$null;10;17;0;0;0;5;3;2;0;85;9
372;net.sf.xisemele.impl.EditorImplEvoSuiteTest$null;16;11;16;18;18;21;19;2;0;69;27
372;net.sf.xisemele.impl.ElementImplEvoSuiteTest$null;8;4;0;0;0;21;19;2;0;69;27
1006;net.sf.xisemele.impl.FactoryImplEvoSuiteTest$null;44;150;6;12;12;27;25;2;0;63;39
1016;net.sf.xisemele.impl.FormatterProviderImplEvoSuiteTest$null;6;2;0;1;1;27;25;2;0;63;40
1016;net.sf.xisemele.impl.MessageImplEvoSuiteTest$null;7;4;0;0;0;27;25;2;0;63;40
1017;net.sf.xisemele.impl.NullErrorHandlerEvoSuiteTest$null;6;2;0;0;0;27;25;2;0;63;40
1050;net.sf.xisemele.impl.NullValueEvoSuiteTest$null;11;7;2;2;2;29;27;2;0;61;42
1319;net.sf.xisemele.impl.OperationsImplEvoSuiteTest$null;11;7;8;16;16;37;30;7;0;53;58
1320;net.sf.xisemele.impl.ReaderImplEvoSuiteTest$null;6;2;0;0;0;37;30;7;0;53;58
1321;net.sf.xisemele.impl.ResultImplEvoSuiteTest$null;6;3;0;0;0;37;30;7;0;53;58
1529;net.sf.xisemele.impl.ValidationsImplEvoSuiteTest$null;11;6;7;9;9;44;32;11;1;46;67
1546;net.sf.xisemele.impl.ValueImplEvoSuiteTest$null;19;16;1;1;1;45;33;11;1;45;68
1753;net.sf.xisemele.impl.ValueListImplEvoSuiteTest$null;16;10;12;12;12;57;45;11;1;33;80
1770;net.sf.xisemele.impl.WithinContextImplEvoSuiteTest$null;6;2;2;2;2;59;47;11;1;31;82
1771;net.sf.xisemele.impl.WriterEditorImplEvoSuiteTest$null;10;6;0;0;0;59;47;11;1;31;82
1870;net.sf.xisemele.impl.WriterImplEvoSuiteTest$null;9;5;6;8;8;65;53;11;1;25;90
1871;net.sf.xisemele.impl.XisemeleFactoryEvoSuiteTest$null;16;14;0;0;0;65;53;11;1;25;90
1871;net.sf.xisemele.impl.XisemeleImplEvoSuiteTest$null;7;3;0;0;0;65;53;11;1;25;90
