CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
93;net.sf.xisemele.impl.AttributeImplEvoSuiteTest$null;8;17;5;9;9;5;3;2;0;82;9
94;net.sf.xisemele.impl.DateFormatterEvoSuiteTest$null;10;17;0;0;0;5;3;2;0;82;9
378;net.sf.xisemele.impl.EditorImplEvoSuiteTest$null;16;11;16;18;18;21;19;2;0;66;27
378;net.sf.xisemele.impl.ElementImplEvoSuiteTest$null;8;4;0;0;0;21;19;2;0;66;27
386;net.sf.xisemele.impl.FormatterProviderImplEvoSuiteTest$null;6;2;0;1;1;21;19;2;0;66;28
387;net.sf.xisemele.impl.MessageImplEvoSuiteTest$null;8;4;0;0;0;21;19;2;0;66;28
387;net.sf.xisemele.impl.NullErrorHandlerEvoSuiteTest$null;6;1;0;0;0;21;19;2;0;66;28
413;net.sf.xisemele.impl.NullValueEvoSuiteTest$null;12;7;2;2;2;23;21;2;0;64;30
819;net.sf.xisemele.impl.OperationsImplEvoSuiteTest$null;12;7;15;24;24;38;29;9;0;49;54
820;net.sf.xisemele.impl.ReaderImplEvoSuiteTest$null;6;1;0;0;0;38;29;9;0;49;54
820;net.sf.xisemele.impl.ResultImplEvoSuiteTest$null;7;3;0;0;0;38;29;9;0;49;54
1037;net.sf.xisemele.impl.ValidationsImplEvoSuiteTest$null;12;7;8;9;9;46;32;13;1;41;63
1056;net.sf.xisemele.impl.ValueImplEvoSuiteTest$null;19;17;1;1;1;47;33;13;1;40;64
1311;net.sf.xisemele.impl.ValueListImplEvoSuiteTest$null;15;10;13;13;13;60;46;13;1;27;77
1331;net.sf.xisemele.impl.WithinContextImplEvoSuiteTest$null;7;2;2;2;2;62;48;13;1;25;79
1331;net.sf.xisemele.impl.WriterEditorImplEvoSuiteTest$null;10;6;0;0;0;62;48;13;1;25;79
1446;net.sf.xisemele.impl.WriterImplEvoSuiteTest$null;9;5;6;8;8;68;54;13;1;19;87
1446;net.sf.xisemele.impl.XisemeleFactoryEvoSuiteTest$null;16;13;0;0;0;68;54;13;1;19;87
1447;net.sf.xisemele.impl.XisemeleImplEvoSuiteTest$null;7;3;0;0;0;68;54;13;1;19;87
