CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
10;nu.staldal.lagoon.BuildSitemapEvoSuiteTest$null;13;15;0;1;1;0;0;0;0;1054;1
25;nu.staldal.lagoon.LagoonCLIEvoSuiteTest$null;20;6;0;1;1;0;0;0;0;1054;2
273;nu.staldal.lagoon.MyParserEvoSuiteTest$null;32;99;2;12;12;2;2;0;0;1052;14
492;nu.staldal.lagoon.TextAreaWriterEvoSuiteTest$null;14;7;13;27;27;15;4;11;0;1039;41
492;nu.staldal.lagoon.XMLCheckEvoSuiteTest$null;12;2;0;0;0;15;4;11;0;1039;41
504;nu.staldal.lagoon.core.DeleteEntryEvoSuiteTest$null;12;7;0;1;1;15;4;11;0;1039;42
554;nu.staldal.lagoon.core.FileEntryEvoSuiteTest$null;10;112;0;4;4;15;4;11;0;1039;46
584;nu.staldal.lagoon.core.FormatEvoSuiteTest$null;8;5;0;2;2;15;4;11;0;1039;48
1885;nu.staldal.lagoon.core.LagoonProcessorEvoSuiteTest$null;19;17;10;43;43;25;4;21;0;1029;91
1945;nu.staldal.lagoon.core.OutputEntryEvoSuiteTest$null;11;6;1;3;3;26;5;21;0;1028;94
1977;nu.staldal.lagoon.core.ParseEvoSuiteTest$null;9;8;0;2;2;26;5;21;0;1028;96
2447;nu.staldal.lagoon.core.PartEntryEvoSuiteTest$null;13;12;5;25;25;31;5;26;0;1023;121
2471;nu.staldal.lagoon.core.ReadEvoSuiteTest$null;7;4;0;2;2;31;5;26;0;1023;123
2509;nu.staldal.lagoon.core.RemoteFileStorageEvoSuiteTest$null;8;6;1;3;3;32;6;26;0;1022;126
2776;nu.staldal.lagoon.core.SitemapEvoSuiteTest$null;10;8;0;16;20;32;6;26;0;1022;142
2800;nu.staldal.lagoon.core.SourceEvoSuiteTest$null;7;4;0;2;2;32;6;26;0;1022;144
2826;nu.staldal.lagoon.core.TransformEvoSuiteTest$null;8;3;0;2;2;32;6;26;0;1022;146
3017;nu.staldal.lagoon.filestorage.FTPFileStorageEvoSuiteTest$null;12;9;3;10;11;35;9;26;0;1019;156
4252;nu.staldal.lagoon.filestorage.SSHFileStorageEvoSuiteTest$null;12;8;26;70;70;61;13;48;0;993;226
5579;nu.staldal.lagoon.producer.BasicSplitEvoSuiteTest$null;15;15;21;48;48;82;21;59;2;972;274
5580;nu.staldal.lagoon.producer.DirSourceEvoSuiteTest$null;8;4;0;0;2;82;21;59;2;972;274
5593;nu.staldal.lagoon.producer.FileReadEvoSuiteTest$null;12;3;0;1;3;82;21;59;2;972;275
5617;nu.staldal.lagoon.producer.FileSourceEvoSuiteTest$null;8;3;1;2;4;83;22;59;2;971;277
6046;nu.staldal.lagoon.producer.IslandSplitEvoSuiteTest$null;12;7;8;25;27;91;29;60;2;963;302
6371;nu.staldal.lagoon.producer.LSSIHandlerEvoSuiteTest$null;10;6;5;25;25;96;32;62;2;958;327
6413;nu.staldal.lagoon.producer.LSSITransformerEvoSuiteTest$null;9;5;0;3;5;96;32;62;2;958;330
7528;nu.staldal.lagoon.producer.MyInputStreamEvoSuiteTest$null;6;2;11;39;39;107;32;65;10;947;369
7593;nu.staldal.lagoon.producer.MyOutputStreamEvoSuiteTest$null;6;2;5;8;8;112;35;67;10;942;377
7602;nu.staldal.lagoon.producer.StylesheetContainerEvoSuiteTest$null;5;1;1;1;1;113;36;67;10;941;378
7953;nu.staldal.lagoon.producer.XMLFormatterEvoSuiteTest$null;13;22;6;18;20;119;36;73;10;935;396
8189;nu.staldal.lagoon.producer.XMLParseEvoSuiteTest$null;13;24;0;11;13;119;36;73;10;935;407
8508;nu.staldal.lagoon.producer.XSLTransformerEvoSuiteTest$null;10;16;8;20;23;127;37;80;10;927;427
8519;nu.staldal.lagoon.util.TemplateProcessorEvoSuiteTest$null;6;4;1;1;1;128;38;80;10;926;428
9061;nu.staldal.lagoon.util.WildcardEvoSuiteTest$null;9;6;40;56;56;168;62;96;10;886;484
9710;nu.staldal.util.UtilsEvoSuiteTest$null;32;10;48;60;64;216;100;106;10;838;544
10465;nu.staldal.xmlutil.ContentHandlerAdapterEvoSuiteTest$null;10;13;21;60;60;237;101;126;10;817;604
13678;nu.staldal.xmlutil.ContentHandlerFixerEvoSuiteTest$null;16;22;40;167;167;277;103;164;10;777;771
15167;nu.staldal.xmlutil.DocumentHandlerAdapterEvoSuiteTest$null;14;16;49;122;122;326;104;212;10;728;893
15204;nu.staldal.xodus.OutputConfigEvoSuiteTest$null;5;3;1;4;4;327;104;213;10;727;897
15242;nu.staldal.xtree.ProcessingInstructionEvoSuiteTest$null;6;4;0;5;5;327;104;213;10;727;902
18195;nu.staldal.xtree.SequentialTreeBuilderEvoSuiteTest$null;21;32;38;134;138;365;115;240;10;689;1036
18498;nu.staldal.xtree.TextEvoSuiteTest$null;8;6;10;36;36;375;122;243;10;679;1072
20221;nu.staldal.xtree.TreeBuilderEvoSuiteTest$null;20;29;12;81;96;387;127;250;10;667;1153
20354;nu.staldal.xtree.XTreeXMLDataContentHandlerEvoSuiteTest$null;23;34;3;11;11;390;127;253;10;664;1164
