CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
7;nu.staldal.lagoon.BuildSitemapEvoSuiteTest$null;7;15;0;1;1;0;0;0;0;1112;1
22;nu.staldal.lagoon.LagoonCLIEvoSuiteTest$null;9;9;0;1;1;0;0;0;0;1112;2
300;nu.staldal.lagoon.MyParserEvoSuiteTest$null;16;102;2;12;12;2;2;0;0;1110;14
445;nu.staldal.lagoon.TextAreaWriterEvoSuiteTest$null;7;5;8;13;13;10;4;6;0;1102;27
446;nu.staldal.lagoon.XMLCheckEvoSuiteTest$null;5;1;0;0;0;10;4;6;0;1102;27
461;nu.staldal.lagoon.core.DeleteEntryEvoSuiteTest$null;8;5;0;1;1;10;4;6;0;1102;28
523;nu.staldal.lagoon.core.FileEntryEvoSuiteTest$null;9;105;0;4;4;10;4;6;0;1102;32
555;nu.staldal.lagoon.core.FormatEvoSuiteTest$null;9;5;0;2;2;10;4;6;0;1102;34
1762;nu.staldal.lagoon.core.LagoonProcessorEvoSuiteTest$null;17;15;9;41;41;19;4;15;0;1093;75
1811;nu.staldal.lagoon.core.OutputEntryEvoSuiteTest$null;10;4;3;3;3;22;7;15;0;1090;78
1812;nu.staldal.lagoon.core.ParseEvoSuiteTest$null;10;6;0;0;2;22;7;15;0;1090;78
2519;nu.staldal.lagoon.core.PartEntryEvoSuiteTest$null;17;14;3;27;29;25;7;18;0;1087;105
2520;nu.staldal.lagoon.core.ReadEvoSuiteTest$null;7;3;0;0;2;25;7;18;0;1087;105
2564;nu.staldal.lagoon.core.RemoteFileStorageEvoSuiteTest$null;10;7;3;3;3;28;10;18;0;1084;108
3435;nu.staldal.lagoon.core.SitemapEvoSuiteTest$null;12;8;5;46;50;33;10;23;0;1079;154
3436;nu.staldal.lagoon.core.SourceEvoSuiteTest$null;7;5;0;0;2;33;10;23;0;1079;154
3464;nu.staldal.lagoon.core.TransformEvoSuiteTest$null;9;7;0;2;4;33;10;23;0;1079;156
3614;nu.staldal.lagoon.filestorage.FTPFileStorageEvoSuiteTest$null;12;8;3;8;9;36;13;23;0;1076;164
5940;nu.staldal.lagoon.filestorage.LocalFileStorageEvoSuiteTest$null;24;12;32;49;49;68;32;29;7;1044;213
7676;nu.staldal.lagoon.filestorage.SSHFileStorageEvoSuiteTest$null;13;8;25;103;105;93;34;52;7;1019;316
8791;nu.staldal.lagoon.producer.BasicSplitEvoSuiteTest$null;15;10;19;46;48;112;40;63;9;1000;362
8792;nu.staldal.lagoon.producer.DirSourceEvoSuiteTest$null;8;4;0;0;2;112;40;63;9;1000;362
8803;nu.staldal.lagoon.producer.FileReadEvoSuiteTest$null;7;3;0;1;3;112;40;63;9;1000;363
8825;nu.staldal.lagoon.producer.FileSourceEvoSuiteTest$null;7;3;1;2;4;113;41;63;9;999;365
9227;nu.staldal.lagoon.producer.IslandSplitEvoSuiteTest$null;13;8;8;25;27;121;48;64;9;991;390
9541;nu.staldal.lagoon.producer.LSSIHandlerEvoSuiteTest$null;10;5;7;25;25;128;51;68;9;984;415
9582;nu.staldal.lagoon.producer.LSSITransformerEvoSuiteTest$null;9;5;0;3;5;128;51;68;9;984;418
10200;nu.staldal.lagoon.producer.MyInputStreamEvoSuiteTest$null;6;2;7;16;16;135;51;70;14;977;434
10267;nu.staldal.lagoon.producer.MyOutputStreamEvoSuiteTest$null;6;2;5;8;8;140;54;72;14;972;442
10276;nu.staldal.lagoon.producer.StylesheetContainerEvoSuiteTest$null;5;1;1;1;1;141;55;72;14;971;443
10628;nu.staldal.lagoon.producer.XMLFormatterEvoSuiteTest$null;13;9;6;18;20;147;55;78;14;965;461
10849;nu.staldal.lagoon.producer.XMLParseEvoSuiteTest$null;14;29;0;11;13;147;55;78;14;965;472
11137;nu.staldal.lagoon.producer.XSLTransformerEvoSuiteTest$null;9;6;8;20;23;155;56;85;14;957;492
11147;nu.staldal.lagoon.util.TemplateProcessorEvoSuiteTest$null;6;1;1;1;1;156;57;85;14;956;493
11691;nu.staldal.lagoon.util.WildcardEvoSuiteTest$null;8;3;42;56;56;198;87;97;14;914;549
12325;nu.staldal.util.UtilsEvoSuiteTest$null;10;5;51;62;64;249;128;107;14;863;611
12916;nu.staldal.xmlutil.ContentHandlerAdapterEvoSuiteTest$null;9;5;19;57;57;268;129;125;14;844;668
16010;nu.staldal.xmlutil.ContentHandlerFixerEvoSuiteTest$null;18;16;43;174;174;311;135;162;14;801;842
17238;nu.staldal.xmlutil.DocumentHandlerAdapterEvoSuiteTest$null;13;8;37;105;105;348;136;198;14;764;947
17267;nu.staldal.xodus.OutputConfigEvoSuiteTest$null;5;1;1;4;4;349;136;199;14;763;951
17303;nu.staldal.xtree.ProcessingInstructionEvoSuiteTest$null;6;2;0;5;5;349;136;199;14;763;956
20330;nu.staldal.xtree.SequentialTreeBuilderEvoSuiteTest$null;38;17;39;133;137;388;144;230;14;724;1089
20620;nu.staldal.xtree.TextEvoSuiteTest$null;8;3;9;36;36;397;150;233;14;715;1125
22731;nu.staldal.xtree.TreeBuilderEvoSuiteTest$null;22;16;11;96;112;408;152;242;14;704;1221
22873;nu.staldal.xtree.XTreeXMLDataContentHandlerEvoSuiteTest$null;10;17;3;11;11;411;152;245;14;701;1232
