CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
10;nu.staldal.lagoon.LagoonCLIEvoSuiteTest$null;10;9;0;1;1;0;0;0;0;1165;1
222;nu.staldal.lagoon.MyParserEvoSuiteTest$null;15;81;2;12;12;2;2;0;0;1163;13
455;nu.staldal.lagoon.TextAreaWriterEvoSuiteTest$null;7;5;13;27;27;15;4;11;0;1150;40
455;nu.staldal.lagoon.XMLCheckEvoSuiteTest$null;6;1;0;0;0;15;4;11;0;1150;40
472;nu.staldal.lagoon.core.DeleteEntryEvoSuiteTest$null;8;5;0;1;1;15;4;11;0;1150;41
498;nu.staldal.lagoon.core.FileEntryEvoSuiteTest$null;6;2;1;2;2;16;5;11;0;1149;43
533;nu.staldal.lagoon.core.FormatEvoSuiteTest$null;9;6;0;2;2;16;5;11;0;1149;45
1670;nu.staldal.lagoon.core.LagoonProcessorEvoSuiteTest$null;18;17;9;41;41;25;5;20;0;1140;86
1729;nu.staldal.lagoon.core.OutputEntryEvoSuiteTest$null;12;5;3;3;3;28;8;20;0;1137;89
1729;nu.staldal.lagoon.core.ParseEvoSuiteTest$null;9;7;0;0;2;28;8;20;0;1137;89
2217;nu.staldal.lagoon.core.PartEntryEvoSuiteTest$null;12;9;5;25;25;33;8;25;0;1132;114
2218;nu.staldal.lagoon.core.ReadEvoSuiteTest$null;8;4;0;0;2;33;8;25;0;1132;114
2248;nu.staldal.lagoon.core.RemoteFileStorageEvoSuiteTest$null;9;6;2;2;2;35;10;25;0;1130;116
2470;nu.staldal.lagoon.core.SitemapEvoSuiteTest$null;9;5;0;14;18;35;10;25;0;1130;130
2470;nu.staldal.lagoon.core.SourceEvoSuiteTest$null;8;3;0;0;2;35;10;25;0;1130;130
2471;nu.staldal.lagoon.core.TransformEvoSuiteTest$null;10;6;0;0;2;35;10;25;0;1130;130
2679;nu.staldal.lagoon.filestorage.FTPFileStorageEvoSuiteTest$null;13;9;3;9;11;38;13;25;0;1127;139
4005;nu.staldal.lagoon.filestorage.LocalFileStorageEvoSuiteTest$null;16;108;16;37;37;54;19;31;4;1111;176
5949;nu.staldal.lagoon.filestorage.SSHFileStorageEvoSuiteTest$null;13;8;26;103;104;80;22;54;4;1085;279
7229;nu.staldal.lagoon.producer.BasicSplitEvoSuiteTest$null;20;14;19;46;48;99;28;65;6;1066;325
7230;nu.staldal.lagoon.producer.DirSourceEvoSuiteTest$null;8;4;0;0;2;99;28;65;6;1066;325
7241;nu.staldal.lagoon.producer.FileReadEvoSuiteTest$null;7;3;0;1;3;99;28;65;6;1066;326
7265;nu.staldal.lagoon.producer.FileSourceEvoSuiteTest$null;8;5;1;2;4;100;29;65;6;1065;328
7704;nu.staldal.lagoon.producer.IslandSplitEvoSuiteTest$null;12;8;8;25;27;108;36;66;6;1057;353
8013;nu.staldal.lagoon.producer.LSSIHandlerEvoSuiteTest$null;10;5;5;25;25;113;39;68;6;1052;378
8052;nu.staldal.lagoon.producer.LSSITransformerEvoSuiteTest$null;9;6;0;3;5;113;39;68;6;1052;381
8760;nu.staldal.lagoon.producer.MyInputStreamEvoSuiteTest$null;6;2;7;27;27;120;39;70;11;1045;408
8828;nu.staldal.lagoon.producer.MyOutputStreamEvoSuiteTest$null;6;2;5;8;8;125;42;72;11;1040;416
8836;nu.staldal.lagoon.producer.StylesheetContainerEvoSuiteTest$null;5;1;1;1;1;126;43;72;11;1039;417
9187;nu.staldal.lagoon.producer.XMLFormatterEvoSuiteTest$null;13;10;6;18;20;132;43;78;11;1033;435
9425;nu.staldal.lagoon.producer.XMLParseEvoSuiteTest$null;13;10;0;11;13;132;43;78;11;1033;446
9732;nu.staldal.lagoon.producer.XSLTransformerEvoSuiteTest$null;10;6;8;20;23;140;44;85;11;1025;466
9753;nu.staldal.lagoon.util.TemplateProcessorEvoSuiteTest$null;7;2;1;1;1;141;45;85;11;1024;467
10263;nu.staldal.lagoon.util.WildcardEvoSuiteTest$null;8;3;46;56;56;187;71;105;11;978;523
10876;nu.staldal.util.UtilsEvoSuiteTest$null;12;5;51;60;64;238;112;115;11;927;583
11518;nu.staldal.xmlutil.ContentHandlerAdapterEvoSuiteTest$null;9;5;21;60;60;259;114;134;11;906;643
14220;nu.staldal.xmlutil.ContentHandlerFixerEvoSuiteTest$null;15;10;42;167;167;301;117;173;11;864;810
14724;nu.staldal.xmlutil.ContentHandlerSnooperEvoSuiteTest$null;10;5;30;53;53;331;147;173;11;834;863
16066;nu.staldal.xmlutil.DocumentHandlerAdapterEvoSuiteTest$null;12;8;40;121;121;371;148;212;11;794;984
16093;nu.staldal.xodus.OutputConfigEvoSuiteTest$null;6;1;1;4;4;372;148;213;11;793;988
16131;nu.staldal.xtree.ProcessingInstructionEvoSuiteTest$null;6;2;0;5;5;372;148;213;11;793;993
19388;nu.staldal.xtree.SequentialTreeBuilderEvoSuiteTest$null;22;18;39;136;140;411;160;240;11;754;1129
19721;nu.staldal.xtree.TextEvoSuiteTest$null;8;3;10;36;36;421;167;243;11;744;1165
21538;nu.staldal.xtree.TreeBuilderEvoSuiteTest$null;21;14;13;85;100;434;173;250;11;731;1250
21729;nu.staldal.xtree.XTreeXMLDataContentHandlerEvoSuiteTest$null;25;62;4;12;12;438;174;253;11;727;1262
