CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
2453;nu.staldal.lagoon.filestorage.TestLocalFileStorage$null;15;4;32;47;47;32;6;12;14;1251;47
2656;nu.staldal.util.TestUtils$null;12;2;14;15;15;46;17;15;14;1237;62
3441;nu.staldal.xodus.TestOutputConfig$null;14;1;28;53;53;74;34;25;15;1209;115
39478;nu.staldal.xodus.TestXMLSerializer$null;119;27;105;992;1017;179;40;118;21;1104;1107
43344;nu.staldal.xtree.TestSequentialTreeBuilder$null;56;34;29;149;149;208;42;145;21;1075;1256
48900;nu.staldal.xtree.TestXTree$null;78;108;43;114;125;251;69;161;21;1032;1370
