CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
14;net.sf.lavalamp.PauseEvoSuiteTest$null;15;2;0;1;1;0;0;0;0;114;1
114;net.sf.lavalamp.application.AlwaysOffEvoSuiteTest$null;16;3;0;7;7;0;0;0;0;114;8
178;net.sf.lavalamp.application.ApplicationPropertiesEvoSuiteTest$null;21;5;4;4;4;4;4;0;0;110;12
324;net.sf.lavalamp.application.UniversalRunnerEvoSuiteTest$null;18;5;6;10;10;10;7;3;0;104;22
968;net.sf.lavalamp.device.AbstractDeviceEvoSuiteTest$null;38;15;8;21;21;18;8;10;0;96;43
969;net.sf.lavalamp.device.ActionsEvoSuiteTest$null;15;1;0;0;0;18;8;10;0;96;43
969;net.sf.lavalamp.device.BlinkEvoSuiteTest$null;16;3;0;0;0;18;8;10;0;96;43
983;net.sf.lavalamp.device.CrashEvoSuiteTest$null;18;3;0;1;1;18;8;10;0;96;44
2048;net.sf.lavalamp.device.DeviceControllerEvoSuiteTest$null;37;13;10;38;46;28;18;10;0;86;82
2119;net.sf.lavalamp.device.DevicePropertiesEvoSuiteTest$null;28;7;1;4;5;29;18;11;0;85;86
2132;net.sf.lavalamp.device.DummyDeviceEvoSuiteTest$null;17;3;0;1;1;29;18;11;0;85;87
2383;net.sf.lavalamp.device.HtmlFormatterEvoSuiteTest$null;22;6;14;16;16;43;32;11;0;71;103
2396;net.sf.lavalamp.device.StatusQuoEvoSuiteTest$null;18;3;0;1;1;43;32;11;0;71;104
2683;net.sf.lavalamp.device.TimeOfDayEvoSuiteTest$null;22;4;11;22;27;54;38;16;0;60;126
2702;net.sf.lavalamp.device.TurnOffEvoSuiteTest$null;16;2;1;2;2;55;39;16;0;59;128
2792;net.sf.lavalamp.device.TurnOnEvoSuiteTest$null;20;3;1;6;6;56;40;16;0;58;134
2792;net.sf.lavalamp.factories.DeviceBuildsFactoryEvoSuiteTest$null;16;3;0;0;1;56;40;16;0;58;134
2793;net.sf.lavalamp.properties.OffEvoSuiteTest$null;32;2;0;0;0;56;40;16;0;58;134
2793;net.sf.lavalamp.site.AbstractGetterEvoSuiteTest$null;18;2;0;0;0;56;40;16;0;58;134
2809;net.sf.lavalamp.site.BuildCheckerEvoSuiteTest$null;18;6;0;1;2;56;40;16;0;58;135
2820;net.sf.lavalamp.site.BuildEvoSuiteTest$null;14;3;1;1;3;57;41;16;0;57;136
2834;net.sf.lavalamp.site.BuildPropertiesEvoSuiteTest$null;15;3;1;1;1;58;42;16;0;56;137
2969;net.sf.lavalamp.site.BuildsEvoSuiteTest$null;17;4;4;10;12;62;45;17;0;52;147
2990;net.sf.lavalamp.site.DummyRemoteGetterEvoSuiteTest$null;13;5;0;2;2;62;45;17;0;52;149
3012;net.sf.lavalamp.site.DummyRestGetterEvoSuiteTest$null;14;4;2;2;2;64;46;18;0;50;151
3013;net.sf.lavalamp.site.SiteFactoryEvoSuiteTest$null;11;2;0;0;0;64;46;18;0;50;151
3013;net.sf.lavalamp.site.SitePropertiesEvoSuiteTest$null;14;6;0;0;0;64;46;18;0;50;151
