CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
14;net.sf.lavalamp.PauseEvoSuiteTest$null;867;854;0;1;1;0;0;0;0;115;1
15;net.sf.lavalamp.application.AlwaysOffEvoSuiteTest$null;14;4;0;0;0;0;0;0;0;115;1
84;net.sf.lavalamp.application.ApplicationPropertiesEvoSuiteTest$null;22;10;4;4;4;4;4;0;0;111;5
230;net.sf.lavalamp.application.UniversalRunnerEvoSuiteTest$null;19;10;6;10;10;10;7;3;0;105;15
862;net.sf.lavalamp.device.AbstractDeviceEvoSuiteTest$null;37;30;7;21;21;17;7;10;0;98;36
863;net.sf.lavalamp.device.ActionsEvoSuiteTest$null;20;8;0;0;0;17;7;10;0;98;36
864;net.sf.lavalamp.device.BlinkEvoSuiteTest$null;16;6;0;0;0;17;7;10;0;98;36
897;net.sf.lavalamp.device.CrashEvoSuiteTest$null;18;7;0;1;1;17;7;10;0;98;37
2019;net.sf.lavalamp.device.DeviceControllerEvoSuiteTest$null;38;27;10;39;46;27;17;10;0;88;76
2106;net.sf.lavalamp.device.DevicePropertiesEvoSuiteTest$null;29;15;2;5;5;29;18;11;0;86;81
2119;net.sf.lavalamp.device.DummyDeviceEvoSuiteTest$null;17;7;0;1;1;29;18;11;0;86;82
2411;net.sf.lavalamp.device.HtmlFormatterEvoSuiteTest$null;22;12;14;16;16;43;32;11;0;72;98
2424;net.sf.lavalamp.device.StatusQuoEvoSuiteTest$null;18;6;0;1;1;43;32;11;0;72;99
2729;net.sf.lavalamp.device.TimeOfDayEvoSuiteTest$null;22;9;15;22;27;58;46;12;0;57;121
2833;net.sf.lavalamp.device.TurnOffEvoSuiteTest$null;19;8;1;6;6;59;47;12;0;56;127
2926;net.sf.lavalamp.device.TurnOnEvoSuiteTest$null;21;8;1;6;6;60;48;12;0;55;133
3075;net.sf.lavalamp.device.impl.TellStickEvoSuiteTest$null;22;11;1;10;10;61;49;12;0;54;143
3075;net.sf.lavalamp.factories.DeviceBuildsFactoryEvoSuiteTest$null;17;6;0;0;1;61;49;12;0;54;143
3076;net.sf.lavalamp.properties.OffEvoSuiteTest$null;37;4;0;0;0;61;49;12;0;54;143
3076;net.sf.lavalamp.site.AbstractGetterEvoSuiteTest$null;12;3;0;0;0;61;49;12;0;54;143
3089;net.sf.lavalamp.site.BuildCheckerEvoSuiteTest$null;17;3;0;1;2;61;49;12;0;54;144
3100;net.sf.lavalamp.site.BuildEvoSuiteTest$null;16;3;1;1;3;62;50;12;0;53;145
3112;net.sf.lavalamp.site.BuildPropertiesEvoSuiteTest$null;17;3;1;1;1;63;51;12;0;52;146
3227;net.sf.lavalamp.site.BuildsEvoSuiteTest$null;19;4;4;10;12;67;54;13;0;48;156
3242;net.sf.lavalamp.site.DummyRemoteGetterEvoSuiteTest$null;14;5;0;2;2;67;54;13;0;48;158
3258;net.sf.lavalamp.site.DummyRestGetterEvoSuiteTest$null;15;5;2;2;2;69;55;14;0;46;160
3258;net.sf.lavalamp.site.SiteFactoryEvoSuiteTest$null;11;2;0;0;0;69;55;14;0;46;160
3259;net.sf.lavalamp.site.SitePropertiesEvoSuiteTest$null;15;6;0;0;0;69;55;14;0;46;160
