CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
15;net.sf.lavalamp.PauseEvoSuiteTest$null;14;1;0;1;1;0;0;0;0;103;1
123;net.sf.lavalamp.application.AlwaysOffEvoSuiteTest$null;16;3;0;7;7;0;0;0;0;103;8
192;net.sf.lavalamp.application.ApplicationPropertiesEvoSuiteTest$null;22;4;4;4;4;4;4;0;0;99;12
343;net.sf.lavalamp.application.UniversalRunnerEvoSuiteTest$null;18;4;3;10;10;7;4;3;0;96;22
967;net.sf.lavalamp.device.AbstractDeviceEvoSuiteTest$null;37;15;7;21;21;14;4;10;0;89;43
967;net.sf.lavalamp.device.ActionsEvoSuiteTest$null;16;2;0;0;0;14;4;10;0;89;43
968;net.sf.lavalamp.device.BlinkEvoSuiteTest$null;16;4;0;0;0;14;4;10;0;89;43
982;net.sf.lavalamp.device.CrashEvoSuiteTest$null;18;4;0;1;1;14;4;10;0;89;44
1084;net.sf.lavalamp.device.DevicePropertiesEvoSuiteTest$null;27;7;2;5;5;16;5;11;0;87;49
1098;net.sf.lavalamp.device.DummyDeviceEvoSuiteTest$null;18;4;0;1;1;16;5;11;0;87;50
1366;net.sf.lavalamp.device.HtmlFormatterEvoSuiteTest$null;21;12;14;16;16;30;19;11;0;73;66
1380;net.sf.lavalamp.device.StatusQuoEvoSuiteTest$null;17;6;0;1;1;30;19;11;0;73;67
1735;net.sf.lavalamp.device.TimeOfDayEvoSuiteTest$null;22;9;13;24;27;43;27;16;0;60;91
1813;net.sf.lavalamp.device.TurnOffEvoSuiteTest$null;19;8;1;6;6;44;28;16;0;59;97
1905;net.sf.lavalamp.device.TurnOnEvoSuiteTest$null;20;7;1;6;6;45;29;16;0;58;103
2061;net.sf.lavalamp.device.impl.TellStickEvoSuiteTest$null;24;11;1;10;10;46;30;16;0;57;113
2062;net.sf.lavalamp.factories.DeviceBuildsFactoryEvoSuiteTest$null;17;6;0;0;1;46;30;16;0;57;113
2062;net.sf.lavalamp.properties.OffEvoSuiteTest$null;15;4;0;0;0;46;30;16;0;57;113
2063;net.sf.lavalamp.site.AbstractGetterEvoSuiteTest$null;14;3;0;0;0;46;30;16;0;57;113
2080;net.sf.lavalamp.site.BuildCheckerEvoSuiteTest$null;41;12;0;1;2;46;30;16;0;57;114
2092;net.sf.lavalamp.site.BuildEvoSuiteTest$null;16;5;1;1;3;47;31;16;0;56;115
2105;net.sf.lavalamp.site.BuildPropertiesEvoSuiteTest$null;18;6;1;1;1;48;32;16;0;55;116
2247;net.sf.lavalamp.site.BuildsEvoSuiteTest$null;19;8;4;10;14;52;35;17;0;51;126
2269;net.sf.lavalamp.site.DummyRemoteGetterEvoSuiteTest$null;14;4;0;2;2;52;35;17;0;51;128
2292;net.sf.lavalamp.site.DummyRestGetterEvoSuiteTest$null;15;5;2;2;2;54;36;18;0;49;130
2292;net.sf.lavalamp.site.SiteFactoryEvoSuiteTest$null;12;3;0;0;0;54;36;18;0;49;130
2293;net.sf.lavalamp.site.SitePropertiesEvoSuiteTest$null;15;5;0;0;0;54;36;18;0;49;130
