CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
154;net.sf.lavalamp.LavaLoggerEvoSuiteTest$null;19;23;4;9;9;4;3;1;0;97;9
165;net.sf.lavalamp.PauseEvoSuiteTest$null;13;2;0;1;1;4;3;1;0;97;10
166;net.sf.lavalamp.application.AlwaysOffEvoSuiteTest$null;14;1;0;0;0;4;3;1;0;97;10
229;net.sf.lavalamp.application.ApplicationPropertiesEvoSuiteTest$null;20;5;4;4;4;8;7;1;0;93;14
374;net.sf.lavalamp.application.UniversalRunnerEvoSuiteTest$null;19;5;6;10;10;14;10;4;0;87;24
965;net.sf.lavalamp.device.AbstractDeviceEvoSuiteTest$null;37;16;8;19;21;22;11;11;0;79;43
965;net.sf.lavalamp.device.ActionsEvoSuiteTest$null;16;2;0;0;0;22;11;11;0;79;43
966;net.sf.lavalamp.device.BlinkEvoSuiteTest$null;16;4;0;0;0;22;11;11;0;79;43
980;net.sf.lavalamp.device.CrashEvoSuiteTest$null;18;4;0;1;1;22;11;11;0;79;44
1093;net.sf.lavalamp.device.DeviceControllerEvoSuiteTest$null;24;7;2;6;6;24;13;11;0;77;50
1182;net.sf.lavalamp.device.DevicePropertiesEvoSuiteTest$null;30;9;1;4;5;25;13;12;0;76;54
1196;net.sf.lavalamp.device.DummyDeviceEvoSuiteTest$null;18;3;0;1;1;25;13;12;0;76;55
1462;net.sf.lavalamp.device.HtmlFormatterEvoSuiteTest$null;22;6;14;16;16;39;27;12;0;62;71
1478;net.sf.lavalamp.device.StatusQuoEvoSuiteTest$null;17;3;0;1;1;39;27;12;0;62;72
1798;net.sf.lavalamp.device.TimeOfDayEvoSuiteTest$null;22;4;20;24;31;59;46;13;0;42;96
1871;net.sf.lavalamp.device.TurnOffEvoSuiteTest$null;20;4;1;4;6;60;47;13;0;41;100
1923;net.sf.lavalamp.device.TurnOnEvoSuiteTest$null;18;3;1;4;6;61;48;13;0;40;104
1924;net.sf.lavalamp.factories.DeviceBuildsFactoryEvoSuiteTest$null;32;3;0;0;1;61;48;13;0;40;104
1924;net.sf.lavalamp.properties.OffEvoSuiteTest$null;20;2;0;0;0;61;48;13;0;40;104
1925;net.sf.lavalamp.site.AbstractGetterEvoSuiteTest$null;13;2;0;0;0;61;48;13;0;40;104
1942;net.sf.lavalamp.site.BuildCheckerEvoSuiteTest$null;21;5;0;1;2;61;48;13;0;40;105
1972;net.sf.lavalamp.site.BuildEvoSuiteTest$null;20;5;1;2;4;62;49;13;0;39;107
1984;net.sf.lavalamp.site.BuildPropertiesEvoSuiteTest$null;16;2;1;1;1;63;50;13;0;38;108
2125;net.sf.lavalamp.site.BuildsEvoSuiteTest$null;19;4;4;10;14;67;53;14;0;34;118
2147;net.sf.lavalamp.site.DummyRemoteGetterEvoSuiteTest$null;14;5;0;2;2;67;53;14;0;34;120
2171;net.sf.lavalamp.site.DummyRestGetterEvoSuiteTest$null;15;5;2;2;2;69;54;15;0;32;122
2171;net.sf.lavalamp.site.SiteFactoryEvoSuiteTest$null;11;3;0;0;0;69;54;15;0;32;122
2172;net.sf.lavalamp.site.SitePropertiesEvoSuiteTest$null;16;5;0;0;0;69;54;15;0;32;122
