GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JaCoCo Ant Example,ui,UIResources,21,0,0,0,9,0,3,0,3,0
JaCoCo Ant Example,com.allenstudio.ir.util,XmlIOEvoSuiteTest,82,210,0,0,40,59,1,15,1,15
JaCoCo Ant Example,com.allenstudio.ir.util,InspirentoUtilitiesEvoSuiteTest,0,32,0,0,0,14,0,5,0,5
JaCoCo Ant Example,com.allenstudio.ir.util,XmlIO,197,379,5,23,49,84,10,23,6,13
JaCoCo Ant Example,com.allenstudio.ir.util,InspirentoUtilities,0,142,0,12,0,28,0,11,0,5
JaCoCo Ant Example,com.allenstudio.ir.util,XmlElement,49,588,7,63,11,145,10,61,3,33
JaCoCo Ant Example,com.allenstudio.ir.util,XmlElementEvoSuiteTest,21,538,0,0,9,162,0,32,0,32
JaCoCo Ant Example,com.allenstudio.ir.core.plugins,CommonNoteModelEvoSuiteTest,0,40,0,0,0,13,0,4,0,4
JaCoCo Ant Example,com.allenstudio.ir.core.plugins,CommonNote,13,21,2,2,4,8,5,4,3,4
JaCoCo Ant Example,com.allenstudio.ir.core.plugins,AbstractNote,3,13,0,0,1,5,1,3,1,3
JaCoCo Ant Example,com.allenstudio.ir.core.plugins,CommonNoteModel,0,19,0,0,0,5,0,4,0,4
JaCoCo Ant Example,com.allenstudio.ir.core.plugins,AbstractNoteEvoSuiteTest,0,28,0,0,0,10,0,3,0,3
JaCoCo Ant Example,com.allenstudio.ir.core.plugins,CommonNoteEvoSuiteTest,24,19,0,0,7,6,1,2,1,2
JaCoCo Ant Example,com.allenstudio.ir.core,ConfigurationManagerEvoSuiteTest,10,39,0,0,5,16,0,8,0,8
JaCoCo Ant Example,com.allenstudio.ir.core,ConfigurationManagerEvoSuiteTest.new Runnable() {...},0,15,0,0,0,5,0,2,0,2
JaCoCo Ant Example,com.allenstudio.ir.core,PluginManagerEvoSuiteTest,3,3,0,0,2,1,1,1,1,1
JaCoCo Ant Example,com.allenstudio.ir.core,PluginManager.Resolver,10,3,0,0,2,1,1,1,1,1
JaCoCo Ant Example,com.allenstudio.ir.core,PluginManager,151,19,6,0,40,7,7,3,4,3
JaCoCo Ant Example,com.allenstudio.ir.core,PluginManager.EH,6,3,0,0,3,1,3,1,3,1
JaCoCo Ant Example,com.allenstudio.ir.core,ConfigurationManager,214,96,7,5,44,23,8,8,4,6
JaCoCo Ant Example,com.allenstudio.ir.core,ConfigurationManager.new Thread() {...},10,0,0,0,3,0,2,0,2,0
JaCoCo Ant Example,com.allenstudio.ir.ui.action,ActionsManager,20,0,2,0,7,0,3,0,2,0
