Class,Predicates,Total_Branches,Covered_Branches,Total_Methods,Branchless_Methods,Covered_Methods,Covered_Branchless_Methods,Total_Goals,Covered_Goals,Statements_Executed,Coverage,BranchCoverage,NumberOfGeneratedTestCases,DefUseCoverage,WeakMutationScore,Creation_Time,Minimization_Time,Total_Time,Test_Execution_Time,Goal_Computation_Time,Result_Size,Result_Length,Minimized_Size,Minimized_Length,Chromosome_Length,Population_Size,Random_Seed,Budget,AllPermission,SecurityPermission,UnresolvedPermission,AWTPermission,FilePermission,SerializablePermission,ReflectPermission,RuntimePermission,NetPermission,SocketPermission,SQLPermission,PropertyPermission,LoggingPermission,SSLPermission,AuthPermission,AudioPermission,OtherPermission,Threads,Branches,MutationScore,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,Error_Predicates,Error_Branches_Covered,Error_Branchless_Methods,Error_Branchless_Methods_Covered,AssertionContract,EqualsContract,EqualsHashcodeContract,EqualsNullContract,EqualsSymmetricContract,HashCodeReturnsNormallyContract,JCrasherExceptionContract,NullPointerExceptionContract,ToStringReturnsNormallyContract,UndeclaredExceptionContract,Contract_Violations,Unique_Violations,Data_File,Definitions,Uses,DefUsePairs,IntraMethodPairs,InterMethodPairs,IntraClassPairs,ParameterPairs,AliasingIntraMethodPairs,AliasingInterMethodPairs,AliasingIntraClassPairs,AliasingParameterPairs,CoveredIntraMethodPairs,CoveredInterMethodPairs,CoveredIntraClassPairs,CoveredParameterPairs,CoveredAliasIntraMethodPairs,CoveredAliasInterMethodPairs,CoveredAliasIntraClassPairs,CoveredAliasParameterPairs,CoverageTimeline_T1,CoverageTimeline_T2,CoverageTimeline_T3,CoverageTimeline_T4,CoverageTimeline_T5,CoverageTimeline_T6,CoverageTimeline_T7,CoverageTimeline_T8,CoverageTimeline_T9,CoverageTimeline_T10
net.sourceforge.schemaspy.DbAnalyzer,61,122,5,23,8,9,3,130,8,14364,0.06153846153846154,0.06153846153846154,5,,,61541,515,61026,14056,1,8,81,5,8,40,50,1433941443274,60,0,0,0,0,1,0,0,0,0,22,0,0,0,0,0,0,0,3,0000001011000000000000000000000000000000000000010110000000000000000000000000000000000000000000000000000000010000000000000000010000,0.024615384615384615,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/jeshkracht/evosuite-report/data/statistics_net.sourceforge.schemaspy.DbAnalyzer-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15384615384615385,0.06153846153846154,0.06153846153846154,0.06153846153846154,0.06153846153846154,0.06153846153846154,0.06153846153846154,0.06153846153846154,0.06153846153846154,0.06153846153846154
net.sourceforge.schemaspy.Main,0,0,0,1,1,1,1,1,1,5920,1.0,1.0,1,,,1323,143,1180,829,0,1,22,1,1,40,50,1433941567653,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/jeshkracht/evosuite-report/data/statistics_net.sourceforge.schemaspy.Main-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
net.sourceforge.schemaspy.MultipleSchemaAnalyzer,23,46,0,7,3,3,2,49,2,38150,0.04081632653061224,0.04081632653061224,1,,,61464,116,61348,20902,0,2,11,1,4,40,50,1433941629876,60,0,0,0,0,35,0,0,0,0,83,0,0,0,0,0,0,0,3,0001100000000000000000000000000000000000000000000,0.008547008547008548,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/jeshkracht/evosuite-report/data/statistics_net.sourceforge.schemaspy.MultipleSchemaAnalyzer-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20408163265306123,0.04081632653061224,0.04081632653061224,0.04081632653061224,0.04081632653061224,0.04081632653061224,0.04081632653061224,0.04081632653061224,0.04081632653061224,0.04081632653061224
net.sourceforge.schemaspy.Revision,9,18,0,3,2,2,2,20,2,145922,0.1,0.1,1,,,61070,66,61004,41917,0,1,2,1,2,40,50,1433941752279,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11000000000000000000,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/jeshkracht/evosuite-report/data/statistics_net.sourceforge.schemaspy.Revision-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
net.sourceforge.schemaspy.SchemaAnalyzer,87,174,19,9,1,8,1,175,21,44708,0.12,0.11428571428571428,3,,,62175,1174,61001,30610,0,4,76,3,41,40,50,1433941872886,60,0,0,0,0,2,0,0,0,0,14,0,0,0,0,0,0,0,3,1010111101011010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111010000000000000000000000000000010111101,0.03111111111111111,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/jeshkracht/evosuite-report/data/statistics_net.sourceforge.schemaspy.SchemaAnalyzer-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12
net.sourceforge.schemaspy.TableOrderer,20,40,2,9,4,4,3,44,5,12668,0.11363636363636363,0.11363636363636363,1,,,61109,92,61017,6872,0,1,5,1,4,40,50,1433942030796,60,0,0,0,0,1,0,0,0,0,20,0,0,0,0,0,0,0,3,00010000111000000010000000000000000000000000,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/jeshkracht/evosuite-report/data/statistics_net.sourceforge.schemaspy.TableOrderer-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11363636363636363,0.11363636363636363,0.11363636363636363,0.11363636363636363,0.11363636363636363,0.11363636363636363,0.11363636363636363,0.11363636363636363,0.11363636363636363,0.11363636363636363
net.sourceforge.schemaspy.model.Database,170,340,8,65,33,6,1,373,9,8971,0.024128686327077747,0.024128686327077747,1,,,66194,648,65546,3890,1,2,45,1,2,40,50,1433942157854,60,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011010000000000000000000000000000000000000000011000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000,0.0010638297872340426,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/jeshkracht/evosuite-report/data/statistics_net.sourceforge.schemaspy.model.Database-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024128686327077747,0.024128686327077747,0.024128686327077747,0.024128686327077747,0.024128686327077747,0.024128686327077747,0.024128686327077747,0.024128686327077747,0.024128686327077747,0.024128686327077747
net.sourceforge.schemaspy.model.ForeignKeyConstraint,31,62,40,23,10,20,8,72,48,71772,0.6666666666666666,0.6666666666666666,26,,,63617,2616,61001,12895,0,11,210,26,56,40,50,1433942301240,60,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,3,111011101110111100000001111011000011110101111111110101111010111101011101,0.29473684210526313,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/jeshkracht/evosuite-report/data/statistics_net.sourceforge.schemaspy.model.ForeignKeyConstraint-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6944444444444444,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
net.sourceforge.schemaspy.model.ImpliedForeignKeyConstraint,0,0,0,4,4,0,0,4,0,14546,0.0,0.0,0,,,61035,32,61003,26258,0,1,2,0,0,40,50,1433942427952,60,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0000,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/jeshkracht/evosuite-report/data/statistics_net.sourceforge.schemaspy.model.ImpliedForeignKeyConstraint-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
net.sourceforge.schemaspy.model.LogicalRemoteTable,0,0,0,2,2,0,0,2,0,24200,0.0,0.0,0,,,61033,28,61005,25218,0,1,3,0,0,40,50,1433942553893,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,00,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/jeshkracht/evosuite-report/data/statistics_net.sourceforge.schemaspy.model.LogicalRemoteTable-0.csv.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
