CurrentTotalRuntime;Testname;RuntimeToGetCoverage;RuntimeOriginal;KilledByTest;AnalyzedByTest;CoveredByTest;TotalKilled;TotalFailure;TotalException;TotalTimeout;LiveMutants;TotalAnalyzed
15822;org.jsecurity.SecurityUtilsEvoSuiteTest$null;104;181;32;151;151;32;1;31;0;2054;151
15881;org.jsecurity.aop.AnnotationMethodInterceptorEvoSuiteTest$null;12;6;3;6;6;35;1;34;0;2051;157
16154;org.jsecurity.aop.MethodInterceptorSupportEvoSuiteTest$null;20;14;2;13;17;37;1;36;0;2049;170
17575;org.jsecurity.authc.SimpleAuthenticationInfoEvoSuiteTest$null;20;10;46;76;76;83;15;68;0;2003;246
18017;org.jsecurity.authc.UsernamePasswordTokenEvoSuiteTest$null;16;103;16;24;24;99;26;73;0;1987;270
18032;org.jsecurity.authc.credential.AllowAllCredentialsMatcherEvoSuiteTest$null;11;4;1;1;4;100;27;73;0;1986;271
26742;org.jsecurity.authc.credential.HashedCredentialsMatcherEvoSuiteTest$null;85;25;48;210;218;148;43;105;0;1938;481
37706;org.jsecurity.authc.credential.Md2CredentialsMatcherEvoSuiteTest$null;38;32;210;315;340;358;149;209;0;1728;796
37729;org.jsecurity.authc.credential.Md5CredentialsMatcherEvoSuiteTest$null;26;11;1;1;5;359;149;210;0;1727;797
38598;org.jsecurity.authc.credential.Sha1CredentialsMatcherEvoSuiteTest$null;27;11;24;27;45;383;156;226;1;1703;824
38599;org.jsecurity.authc.credential.Sha256CredentialsMatcherEvoSuiteTest$null;31;14;0;0;20;383;156;226;1;1703;824
38667;org.jsecurity.authc.credential.Sha384CredentialsMatcherEvoSuiteTest$null;26;11;0;3;45;383;156;226;1;1703;827
39596;org.jsecurity.authc.credential.Sha512CredentialsMatcherEvoSuiteTest$null;35;17;0;29;61;383;156;226;1;1703;856
40731;org.jsecurity.authc.credential.SimpleCredentialsMatcherEvoSuiteTest$null;33;14;3;38;48;386;156;229;1;1700;894
42208;org.jsecurity.authc.pam.AllSuccessfulModularAuthenticationStrategyEvoSuiteTest$null;57;57;7;28;36;393;159;233;1;1693;922
42352;org.jsecurity.authc.pam.AtLeastOneSuccessfulModularAuthenticationStrategyEvoSuiteTest$null;22;7;6;8;17;399;161;237;1;1687;930
45614;org.jsecurity.authc.pam.ModularRealmAuthenticatorEvoSuiteTest$null;63;39;17;61;78;416;163;252;1;1670;991
45763;org.jsecurity.authz.SimpleAuthorizationInfoEvoSuiteTest$null;18;6;9;12;12;425;166;258;1;1661;1003
45851;org.jsecurity.authz.aop.AuthenticatedAnnotationHandlerEvoSuiteTest$null;12;3;2;6;6;427;166;260;1;1659;1009
45892;org.jsecurity.authz.aop.AuthenticatedAnnotationMethodInterceptorEvoSuiteTest$null;16;5;0;3;3;427;166;260;1;1659;1012
45915;org.jsecurity.authz.aop.AuthorizingAnnotationHandlerEvoSuiteTest$null;13;3;0;2;2;427;166;260;1;1659;1014
45956;org.jsecurity.authz.aop.AuthorizingAnnotationMethodInterceptorEvoSuiteTest$null;15;5;0;3;6;427;166;260;1;1659;1017
46044;org.jsecurity.authz.aop.GuestAnnotationHandlerEvoSuiteTest$null;13;3;2;6;6;429;166;262;1;1657;1023
46084;org.jsecurity.authz.aop.GuestAnnotationMethodInterceptorEvoSuiteTest$null;15;5;0;3;3;429;166;262;1;1657;1026
46108;org.jsecurity.authz.aop.PermissionAnnotationHandlerEvoSuiteTest$null;12;4;0;2;2;429;166;262;1;1657;1028
46149;org.jsecurity.authz.aop.PermissionAnnotationMethodInterceptorEvoSuiteTest$null;13;4;0;3;3;429;166;262;1;1657;1031
46171;org.jsecurity.authz.aop.RoleAnnotationHandlerEvoSuiteTest$null;12;3;0;2;2;429;166;262;1;1657;1033
